feature,importance
volatility_10,0.024117932
volatility_20,0.021343539
dist_high_5,0.020819444
mom_10,0.020736456
return_1,0.018323274
pos_10,0.016458321
atr14,0.016052764
rsi14_norm,0.015852466
rsi14,0.015700307
ma50_dist,0.015470526
day_of_week,0.015120548
macd_signal,0.014852298
stoch_k,0.014846723
dist_ma100,0.01466404
rsi7,0.014646651
atr7,0.014634747
dist_high_20,0.014485316
vol_up,0.014384459
macd_hist_delta,0.01425824
pos_5,0.013802724
dist_low_20,0.013695518
ma10_slope,0.013644937
ema20_dist,0.01354438
return_3,0.013538256
macd_fast_hist,0.0135341035
rsi14_delta,0.013518243
bb_squeeze,0.013504605
macd_fast_delta,0.013440725
ma10_dist,0.013373417
cci14,0.013285493
ema10_dist,0.013191803
ema5_dist,0.01304201
dist_low_5,0.012845963
ma5_slope,0.012724634
ma20_dist,0.012699629
hour,0.012635457
body_size,0.012594289
volume_zscore,0.012566251
ma100_dist,0.01254607
volume_ratio10,0.012529161
close_pos,0.012514769
range_atr,0.012437878
minute,0.012304333
pos_20,0.012255263
lower_wick,0.012238263
williams_r,0.01221268
volatility_5,0.012033135
pos_50,0.011932097
bb_lower_dist,0.011858783
ma20_slope,0.011846428
cci14_delta,0.011835218
atr_ratio,0.011817336
ma50_slope,0.0117807
return_10,0.011766011
volume_ratio5,0.011675494
ma100_slope,0.011647792
macd_line,0.011595939
hl_range,0.011314593
ma5_dist,0.011284202
consec_up,0.0112400055
volume_delta,0.011070091
bb_upper_dist,0.011033887
return_2,0.011002956
open_pos,0.010884493
macd_hist,0.010732863
stoch_delta,0.01069733
stoch_d,0.010644767
upper_wick,0.010618938
return_5,0.010486491
bb_width,0.010453988
bb_pct,0.010390862
mom_5,0.009541372
roc5,0.008511843
mom_3,0.008163931
vol_expand,0.0076410994
roc10,0.0073781894
consec_down,0.0058457125
above_ma100,0.0042845346
is_bullish,0.0
gap,0.0
macd_cross_down,0.0
macd_cross_up,0.0
rsi_os,0.0
rsi_ob,0.0
stoch_os,0.0
stoch_ob,0.0
