feature,importance
atr14,0.022836808
consec_up,0.022637779
dist_high_5,0.0185031
ma5_slope,0.017938247
ma20_slope,0.01680119
ema10_dist,0.01666542
macd_fast_hist,0.015547653
atr7,0.01540317
day_of_week,0.015384571
rsi7,0.015079804
vol_expand,0.0150495805
return_5,0.014889687
pos_50,0.014810138
return_10,0.014759488
ma50_slope,0.014563921
volatility_20,0.014550079
bb_width,0.014519414
ma50_dist,0.01435489
volatility_10,0.014348537
bb_squeeze,0.014298337
vol_up,0.014232558
macd_line,0.014129521
close_pos,0.014031097
pos_5,0.014002975
macd_hist,0.013988383
bb_pct,0.013960998
ma20_dist,0.01387962
bb_lower_dist,0.013856075
cci14,0.0136047155
volatility_5,0.013544185
dist_high_20,0.0133948345
macd_fast_delta,0.013315663
return_2,0.013193635
hour,0.013117617
dist_low_20,0.012961135
ma10_dist,0.012953303
macd_signal,0.012853742
ma10_slope,0.012824811
williams_r,0.012822547
stoch_d,0.012821608
bb_upper_dist,0.01281253
ma100_dist,0.012783112
macd_hist_delta,0.012751572
stoch_delta,0.012734859
pos_10,0.012722499
pos_20,0.012690631
dist_low_5,0.01264467
mom_5,0.012582412
stoch_k,0.012273091
upper_wick,0.012225019
ema20_dist,0.01207078
ma100_slope,0.012049035
rsi14,0.011989305
mom_10,0.011927893
atr_ratio,0.011925191
return_3,0.011812841
body_size,0.011797462
cci14_delta,0.011673079
volume_ratio5,0.011660127
lower_wick,0.0115490435
hl_range,0.011422297
consec_down,0.011217869
ma5_dist,0.0111787515
ema5_dist,0.011083652
rsi14_delta,0.011013539
volume_zscore,0.010924659
dist_ma100,0.010637703
range_atr,0.010597719
return_1,0.009970023
volume_ratio10,0.009951776
open_pos,0.009696707
volume_delta,0.009608066
minute,0.009575471
mom_3,0.009568652
rsi14_norm,0.00890807
roc5,0.007539179
is_bullish,0.0
gap,0.0
rsi_os,0.0
rsi_ob,0.0
macd_cross_down,0.0
macd_cross_up,0.0
above_ma100,0.0
stoch_ob,0.0
stoch_os,0.0
roc10,0.0
