feature,importance
mom_5,0.03303819
consec_down,0.024243161
ema10_dist,0.02143718
atr14,0.019871896
bb_lower_dist,0.018570121
pos_50,0.017159315
volatility_10,0.016658405
volume_zscore,0.015815655
volume_ratio10,0.015308738
ma100_dist,0.015185257
macd_line,0.015139979
dist_low_20,0.015121539
mom_10,0.014955709
volatility_20,0.01490733
atr7,0.0148141105
macd_hist_delta,0.01466908
hour,0.01430428
ma5_slope,0.01425008
ma5_dist,0.0140987765
return_1,0.013920459
hl_range,0.013897543
ma10_dist,0.013893155
pos_10,0.013857105
vol_expand,0.013793976
stoch_delta,0.013547692
stoch_k,0.013358585
volatility_5,0.013229079
ema5_dist,0.013102816
rsi14_norm,0.013085623
bb_pct,0.013057381
macd_hist,0.013004482
return_5,0.012993429
macd_fast_hist,0.012936759
roc10,0.012907235
close_pos,0.012817644
day_of_week,0.012745776
cci14,0.012429475
minute,0.012399862
dist_high_5,0.012265901
ma20_slope,0.012171663
return_10,0.012105168
lower_wick,0.012055463
return_3,0.011961944
macd_signal,0.011934085
pos_20,0.0119185485
dist_high_20,0.011914145
open_pos,0.0117555
ma100_slope,0.011725285
cci14_delta,0.011604686
rsi14_delta,0.011602892
body_size,0.011578651
stoch_d,0.01152103
rsi14,0.0115174595
bb_width,0.011348202
williams_r,0.011164442
upper_wick,0.011100385
atr_ratio,0.011095297
range_atr,0.010864287
volume_ratio5,0.010747346
dist_low_5,0.010545029
volume_delta,0.010535646
dist_ma100,0.010395185
ma50_slope,0.010163307
rsi7,0.010027745
macd_fast_delta,0.009962695
vol_up,0.009927994
ma50_dist,0.009894359
bb_upper_dist,0.009871826
pos_5,0.0093079535
ema20_dist,0.009137397
ma10_slope,0.009120745
return_2,0.009069885
ma20_dist,0.009065501
macd_cross_down,0.008989767
mom_3,0.008807301
bb_squeeze,0.008334142
consec_up,0.0072964975
roc5,0.00506788
is_bullish,0.0
gap,0.0
above_ma100,0.0
macd_cross_up,0.0
rsi_os,0.0
rsi_ob,0.0
stoch_os,0.0
stoch_ob,0.0
