feature,importance
ema5_dist,0.024272656
atr7,0.023768198
roc10,0.022159027
ma50_slope,0.021019382
consec_up,0.020748043
mom_3,0.020322029
ma100_dist,0.020020591
mom_10,0.019202879
cci14,0.01903595
ema10_dist,0.017855158
atr14,0.017364912
pos_5,0.017030703
atr_ratio,0.015442712
stoch_d,0.0154131865
mom_5,0.015253891
hl_range,0.0151666375
stoch_k,0.014942022
volatility_20,0.014810791
ema20_dist,0.014696202
macd_hist,0.014362782
upper_wick,0.014359687
ma5_dist,0.014346135
volatility_5,0.014208637
ma50_dist,0.014134018
return_3,0.014098435
pos_10,0.013953342
ma20_dist,0.0138984835
rsi7,0.013757177
dist_ma100,0.01371564
volume_zscore,0.013596427
ma100_slope,0.013580434
williams_r,0.013477074
lower_wick,0.0134660425
bb_pct,0.013420571
rsi14_delta,0.013414694
return_10,0.013384651
bb_lower_dist,0.013317212
macd_fast_delta,0.013064268
volume_delta,0.013029326
vol_up,0.012988965
stoch_delta,0.012855619
rsi14,0.012845277
bb_width,0.012706982
macd_fast_hist,0.012577955
volume_ratio5,0.012567791
ma10_slope,0.012488003
body_size,0.012485801
dist_low_5,0.01248067
cci14_delta,0.012371958
return_1,0.012335596
return_2,0.0122635765
dist_low_20,0.012227447
dist_high_5,0.012210527
macd_hist_delta,0.012183117
volume_ratio10,0.012166162
pos_20,0.012049826
hour,0.011922293
return_5,0.011851243
ma20_slope,0.01168162
macd_line,0.011562198
volatility_10,0.011412178
day_of_week,0.010367628
open_pos,0.010340267
ma10_dist,0.010236612
bb_upper_dist,0.01004418
close_pos,0.010020506
vol_expand,0.010015821
macd_signal,0.009873131
pos_50,0.009466667
dist_high_20,0.00944276
range_atr,0.0090001905
ma5_slope,0.00784738
is_bullish,0.0
gap,0.0
consec_down,0.0
macd_cross_down,0.0
macd_cross_up,0.0
above_ma100,0.0
bb_squeeze,0.0
rsi14_norm,0.0
rsi_os,0.0
rsi_ob,0.0
stoch_os,0.0
stoch_ob,0.0
roc5,0.0
minute,0.0
