direction,entry_time,exit_time,entry_price,exit_price,prob,sl_hit,pnl,pnl_pct,capital
long,2026-03-23 06:00:00+00:00,2026-03-23 06:30:00+00:00,0.00895,0.00883,0.6857,False,-154.0782,-1.5408,9845.92
long,2026-03-23 08:00:00+00:00,2026-03-23 08:30:00+00:00,0.00899,0.00951,0.6147,False,549.8164,5.5842,10395.74
long,2026-03-23 20:30:00+00:00,2026-03-23 21:00:00+00:00,0.01043,0.01058,0.6579,False,128.7158,1.2382,10524.45
long,2026-03-24 00:30:00+00:00,2026-03-24 01:00:00+00:00,0.00987,0.00978,0.6323,False,-117.0166,-1.1119,10407.44
long,2026-03-24 04:45:00+00:00,2026-03-24 05:15:00+00:00,0.01016,0.01018,0.6092,False,-0.3278,-0.0031,10407.11
long,2026-03-24 07:45:00+00:00,2026-03-24 08:15:00+00:00,0.01026,0.0102,0.6061,False,-81.6745,-0.7848,10325.44
long,2026-03-24 08:45:00+00:00,2026-03-24 09:15:00+00:00,0.01011,0.01016,0.7255,False,30.4146,0.2946,10355.85
long,2026-03-24 11:30:00+00:00,2026-03-24 12:00:00+00:00,0.01026,0.01023,0.6515,False,-50.992,-0.4924,10304.86
long,2026-03-24 12:30:00+00:00,2026-03-24 13:00:00+00:00,0.01017,0.01038,0.6612,False,192.175,1.8649,10497.03
long,2026-03-24 14:15:00+00:00,2026-03-24 14:45:00+00:00,0.01018,0.01035,0.6587,False,154.3002,1.4699,10651.33
long,2026-03-24 16:15:00+00:00,2026-03-24 16:45:00+00:00,0.01073,0.01081,0.7188,False,58.1108,0.5456,10709.44
long,2026-03-24 17:15:00+00:00,2026-03-24 17:45:00+00:00,0.01082,0.01118,0.7577,False,334.9027,3.1272,11044.35
long,2026-03-24 18:30:00+00:00,2026-03-24 19:00:00+00:00,0.01109,0.0117,0.6251,False,585.4002,5.3005,11629.75
long,2026-03-25 01:30:00+00:00,2026-03-25 02:00:00+00:00,0.01183,0.01138,0.7284,False,-465.6421,-4.0039,11164.1
short,2026-03-25 05:30:00+00:00,2026-03-25 06:00:00+00:00,0.01061,0.01058,0.6204,False,9.2385,0.0828,11173.34
long,2026-03-25 21:30:00+00:00,2026-03-25 22:00:00+00:00,0.01137,0.01149,0.6681,False,95.5778,0.8554,11268.92
long,2026-03-25 22:30:00+00:00,2026-03-25 23:00:00+00:00,0.01149,0.01157,0.624,False,55.9229,0.4963,11324.84
long,2026-03-26 02:15:00+00:00,2026-03-26 02:45:00+00:00,0.01148,0.01131,0.6895,False,-190.3521,-1.6808,11134.49
long,2026-03-26 04:45:00+00:00,2026-03-26 05:15:00+00:00,0.0114,0.01109,0.6407,False,-325.049,-2.9193,10809.44
short,2026-03-26 07:00:00+00:00,2026-03-26 07:30:00+00:00,0.01049,0.01062,0.6005,False,-155.5777,-1.4393,10653.86
short,2026-03-26 13:45:00+00:00,2026-03-26 14:15:00+00:00,0.0106,0.01111,0.6434,False,-533.8993,-5.0113,10119.97
long,2026-03-26 15:15:00+00:00,2026-03-26 15:45:00+00:00,0.01112,0.01076,0.6589,False,-347.8647,-3.4374,9772.1
short,2026-03-26 19:45:00+00:00,2026-03-26 20:15:00+00:00,0.01097,0.01107,0.6266,False,-108.6244,-1.1116,9663.48
long,2026-03-26 22:00:00+00:00,2026-03-26 22:30:00+00:00,0.01118,0.01107,0.6274,False,-114.4059,-1.1839,9549.07
long,2026-03-27 00:00:00+00:00,2026-03-27 00:30:00+00:00,0.01138,0.01111,0.6995,False,-245.6578,-2.5726,9303.41
long,2026-03-27 01:00:00+00:00,2026-03-27 01:30:00+00:00,0.0111,0.01099,0.7093,False,-110.8028,-1.191,9192.61
long,2026-03-27 04:15:00+00:00,2026-03-27 04:45:00+00:00,0.01096,0.0111,0.6386,False,99.0386,1.0774,9291.65
long,2026-03-27 06:00:00+00:00,2026-03-27 06:30:00+00:00,0.01142,0.0115,0.619,False,46.5071,0.5005,9338.16
long,2026-03-27 07:45:00+00:00,2026-03-27 08:15:00+00:00,0.01122,0.01123,0.6003,False,-10.3535,-0.1109,9327.8
long,2026-03-27 10:00:00+00:00,2026-03-27 10:30:00+00:00,0.01163,0.01166,0.6431,False,5.4058,0.058,9333.21
long,2026-03-27 15:00:00+00:00,2026-03-27 15:30:00+00:00,0.01141,0.01146,0.6077,False,22.2328,0.2382,9355.44
long,2026-03-27 18:00:00+00:00,2026-03-27 18:30:00+00:00,0.01189,0.01204,0.6954,False,99.314,1.0616,9454.75
long,2026-03-27 20:30:00+00:00,2026-03-27 21:00:00+00:00,0.01231,0.01256,0.6482,False,173.1042,1.8309,9627.86
long,2026-03-27 21:30:00+00:00,2026-03-27 22:00:00+00:00,0.01288,0.01274,0.6174,False,-123.9064,-1.287,9503.95
long,2026-03-27 22:45:00+00:00,2026-03-27 23:15:00+00:00,0.01284,0.0129,0.6129,False,25.4031,0.2673,9529.36
short,2026-03-28 06:15:00+00:00,2026-03-28 06:45:00+00:00,0.01143,0.01141,0.626,False,-2.3844,-0.025,9526.97
