feature,importance
atr14,0.032849927
vol_expand,0.021673778
volatility_20,0.020563232
hl_range,0.019653462
williams_r,0.017856637
mom_10,0.017062953
atr7,0.01661405
ema10_dist,0.016377177
macd_cross_down,0.015135971
ma100_slope,0.014968876
ma50_dist,0.014832906
cci14,0.014824761
bb_width,0.014572551
macd_signal,0.014424736
is_bullish,0.014323399
macd_hist,0.013942302
bb_pct,0.013892215
ma100_dist,0.013884871
dist_high_5,0.013844349
macd_fast_hist,0.013829024
rsi14_norm,0.013819076
stoch_d,0.013673142
macd_line,0.01346125
ma20_slope,0.013383299
return_3,0.013376117
macd_hist_delta,0.013199314
stoch_k,0.013179803
volume_zscore,0.0128889205
mom_3,0.012682324
dist_ma100,0.012561296
cci14_delta,0.012401704
rsi14,0.012300957
hour,0.01221543
dist_high_20,0.0121881915
ma50_slope,0.012126666
pos_20,0.0120322555
pos_50,0.011883269
dist_low_20,0.011868441
ma20_dist,0.011798661
macd_fast_delta,0.011740309
atr_ratio,0.011727077
body_size,0.011635285
pos_5,0.011601556
vol_up,0.011439217
return_5,0.01143387
bb_lower_dist,0.011395683
volatility_10,0.011277167
stoch_delta,0.01124522
volume_ratio10,0.011178062
day_of_week,0.011160779
return_1,0.011151781
dist_low_5,0.011090223
pos_10,0.0110124145
bb_upper_dist,0.01097569
ma5_slope,0.010748969
lower_wick,0.010722691
range_atr,0.010609194
return_10,0.010588377
macd_cross_up,0.010576976
minute,0.010494246
volume_ratio5,0.010452878
ema20_dist,0.010323044
rsi14_delta,0.010184763
ma5_dist,0.010180978
ma10_dist,0.009966802
volatility_5,0.009942868
ema5_dist,0.00987521
ma10_slope,0.009871367
rsi7,0.009870287
volume_delta,0.0096952375
close_pos,0.009575962
bb_squeeze,0.009232328
return_2,0.009214717
upper_wick,0.008831313
mom_5,0.008759768
open_pos,0.0085045975
consec_up,0.0081309695
above_ma100,0.00785177
roc10,0.007571068
consec_down,0.00683417
roc5,0.0051578926
gap,0.0
rsi_os,0.0
rsi_ob,0.0
stoch_os,0.0
stoch_ob,0.0
