feature,importance
close_pos,14
dist_high_5,11
bb_lower_dist,10
atr7,9
volatility_5,9
atr_ratio,8
macd_hist_delta,7
upper_wick,7
volume_zscore,7
volume_delta,6
macd_signal,5
pos_10,5
hour,5
volatility_20,5
pos_50,4
pos_5,4
volume_ratio5,4
bb_width,3
macd_line,3
return_1,3
ma100_dist,3
rsi7,3
ma10_dist,3
dist_low_5,3
stoch_d,3
lower_wick,3
cci14,3
ma20_dist,3
volume_ratio10,2
vol_up,2
range_atr,2
atr14,2
stoch_delta,2
cci14_delta,2
day_of_week,2
open_pos,2
body_size,2
ma20_slope,2
macd_hist,2
ma50_slope,2
ema10_dist,2
return_10,1
return_5,1
dist_low_20,1
dist_high_20,1
consec_up,1
ma5_dist,1
ma10_slope,1
volatility_10,1
ma100_slope,1
hl_range,1
stoch_k,1
ema5_dist,1
macd_fast_delta,1
bb_pct,1
rsi14,1
bb_upper_dist,1
return_3,1
roc10,0
minute,0
is_bullish,0
stoch_ob,0
roc5,0
mom_3,0
stoch_os,0
mom_10,0
williams_r,0
mom_5,0
macd_cross_down,0
ma50_dist,0
gap,0
pos_20,0
consec_down,0
macd_fast_hist,0
ma5_slope,0
vol_expand,0
above_ma100,0
dist_ma100,0
bb_squeeze,0
ema20_dist,0
return_2,0
rsi_ob,0
rsi14_norm,0
rsi14_delta,0
macd_cross_up,0
rsi_os,0
