feature,importance
atr7,8
hour,8
day_of_week,5
ma50_slope,5
bb_width,5
dist_high_20,5
atr14,4
volatility_20,4
lower_wick,4
ma100_dist,3
upper_wick,3
dist_low_5,3
ma100_slope,3
ma50_dist,3
macd_signal,3
rsi7,3
range_atr,2
pos_20,2
macd_line,2
dist_high_5,2
atr_ratio,2
minute,2
open_pos,2
stoch_delta,2
stoch_d,2
hl_range,2
volume_zscore,2
volume_delta,1
rsi14_delta,1
pos_10,1
ema10_dist,1
ema20_dist,1
volume_ratio10,1
bb_upper_dist,1
cci14,1
ma20_dist,1
volume_ratio5,1
mom_5,1
consec_up,1
close_pos,1
volatility_10,1
return_5,1
roc10,0
roc5,0
vol_up,0
pos_5,0
pos_50,0
dist_low_20,0
vol_expand,0
stoch_ob,0
stoch_os,0
williams_r,0
cci14_delta,0
mom_3,0
mom_10,0
stoch_k,0
return_1,0
volatility_5,0
dist_ma100,0
return_3,0
return_10,0
body_size,0
is_bullish,0
gap,0
consec_down,0
ma5_dist,0
ma10_dist,0
ma5_slope,0
ma10_slope,0
ma20_slope,0
above_ma100,0
ema5_dist,0
bb_squeeze,0
macd_hist,0
macd_hist_delta,0
macd_cross_up,0
macd_cross_down,0
macd_fast_hist,0
macd_fast_delta,0
rsi14,0
rsi14_norm,0
rsi_ob,0
return_2,0
bb_lower_dist,0
bb_pct,0
rsi_os,0
