direction,entry_time,exit_time,entry_price,exit_price,prob,pnl,pnl_pct,capital
long,2026-03-23 15:15:00+00:00,2026-03-23 15:15:00+00:00,2.30293,2.31866,0.5204,48.3043,0.483,10048.3
long,2026-03-23 15:16:00+00:00,2026-03-23 15:16:00+00:00,2.31866,2.30874,0.5204,-63.0866,-0.6278,9985.22
long,2026-03-23 15:17:00+00:00,2026-03-23 15:17:00+00:00,2.30874,2.33854,0.5204,108.9135,1.0907,10094.13
long,2026-03-23 15:18:00+00:00,2026-03-23 15:18:00+00:00,2.33854,2.39259,0.5204,213.1145,2.1113,10307.25
long,2026-03-23 15:19:00+00:00,2026-03-23 15:19:00+00:00,2.39259,2.38078,0.5204,-71.4918,-0.6936,10235.75
long,2026-03-23 15:20:00+00:00,2026-03-23 15:20:00+00:00,2.38078,2.36079,0.5204,-106.4151,-1.0396,10129.34
long,2026-03-23 15:22:00+00:00,2026-03-23 15:22:00+00:00,2.35659,2.32694,0.5204,-147.7034,-1.4582,9981.64
long,2026-03-23 15:23:00+00:00,2026-03-23 15:23:00+00:00,2.32694,2.3681,0.5204,156.5966,1.5688,10138.23
long,2026-03-23 15:24:00+00:00,2026-03-23 15:24:00+00:00,2.3681,2.36547,0.5204,-31.5359,-0.3111,10106.7
long,2026-03-23 15:27:00+00:00,2026-03-23 15:27:00+00:00,2.40717,2.41618,0.5204,17.6158,0.1743,10124.31
long,2026-03-23 15:28:00+00:00,2026-03-23 15:28:00+00:00,2.41618,2.38332,0.5204,-157.9391,-1.56,9966.37
long,2026-03-23 15:29:00+00:00,2026-03-23 15:29:00+00:00,2.38332,2.38849,0.5204,1.6867,0.0169,9968.06
long,2026-03-23 19:44:00+00:00,2026-03-23 19:44:00+00:00,2.457,2.42158,0.5204,-163.6352,-1.6416,9804.42
long,2026-03-23 19:45:00+00:00,2026-03-23 19:45:00+00:00,2.42158,2.45586,0.5204,119.183,1.2156,9923.61
long,2026-03-23 19:46:00+00:00,2026-03-23 19:46:00+00:00,2.45586,2.46879,0.5204,32.4002,0.3265,9956.01
long,2026-03-23 19:47:00+00:00,2026-03-23 19:47:00+00:00,2.46879,2.44698,0.5204,-107.8662,-1.0834,9848.14
long,2026-03-23 19:48:00+00:00,2026-03-23 19:48:00+00:00,2.44698,2.44106,0.5204,-43.522,-0.4419,9804.62
