direction,entry_time,exit_time,entry_price,exit_price,prob,sl_hit,pnl,pnl_pct,capital
short,2026-03-20 03:33:00+00:00,2026-03-20 03:34:00+00:00,0.04363,0.04342,0.5562,False,28.132,0.2813,10028.13
short,2026-03-20 03:36:00+00:00,2026-03-20 03:37:00+00:00,0.04357,0.04317,0.5562,False,72.0083,0.7181,10100.14
short,2026-03-20 03:41:00+00:00,2026-03-20 03:43:00+00:00,0.04317,0.04311,0.5562,False,-6.1626,-0.061,10093.98
short,2026-03-20 03:47:00+00:00,2026-03-20 03:50:00+00:00,0.04302,0.04312,0.5562,False,-43.6514,-0.4325,10050.33
