feature,importance
atr14,0.028522497
macd_cross_up,0.02105904
rsi14_norm,0.018176215
ma100_dist,0.017712975
volatility_20,0.017338349
ema10_dist,0.016916934
bb_pct,0.016798787
volatility_5,0.01659709
upper_wick,0.01573173
dist_ma100,0.015604587
ma20_slope,0.015348636
return_5,0.015216462
atr7,0.014956303
ma5_slope,0.0149128055
volatility_10,0.014857706
dist_low_5,0.014473978
pos_5,0.01439154
macd_signal,0.014361512
ma20_dist,0.0140991565
body_size,0.014095343
macd_line,0.014091988
bb_width,0.013891669
dist_high_5,0.013890765
consec_up,0.013831919
macd_hist_delta,0.0136467535
dist_high_20,0.01333666
pos_20,0.013300097
atr_ratio,0.013079616
lower_wick,0.0130444355
roc10,0.01290477
ma10_slope,0.01279483
pos_50,0.01264794
open_pos,0.012532509
volume_ratio10,0.0124971615
bb_upper_dist,0.012469006
mom_5,0.012269782
volume_ratio5,0.01226688
ma100_slope,0.012204915
bb_lower_dist,0.0120329065
close_pos,0.011999416
range_atr,0.011986897
macd_hist,0.011911955
day_of_week,0.011905424
volume_zscore,0.011891143
return_2,0.01179545
cci14_delta,0.0117803225
consec_down,0.0117794145
stoch_k,0.011763409
vol_expand,0.011727863
pos_10,0.011667417
macd_fast_delta,0.011543659
ma50_dist,0.011438426
vol_up,0.011380178
ema5_dist,0.01134621
hour,0.011171561
rsi14_delta,0.0111361025
stoch_delta,0.011089919
return_3,0.011028206
hl_range,0.010988758
ma50_slope,0.010904331
williams_r,0.010869371
return_10,0.010811679
rsi7,0.010619538
return_1,0.010510983
macd_fast_hist,0.010467077
ma10_dist,0.0104331495
stoch_d,0.010412531
rsi14,0.010307243
volume_delta,0.009782169
roc5,0.009661076
minute,0.009628414
mom_10,0.009333106
cci14,0.0091340775
mom_3,0.009115919
dist_low_20,0.009106566
ema20_dist,0.0090743825
ma5_dist,0.008941846
is_bullish,0.006464951
bb_squeeze,0.0051836255
gap,0.0
above_ma100,0.0
macd_cross_down,0.0
rsi_os,0.0
rsi_ob,0.0
stoch_os,0.0
stoch_ob,0.0
