direction,entry_time,exit_time,entry_price,exit_price,prob,pnl,pnl_pct,capital
long,2026-03-18 01:00:00+00:00,2026-03-18 01:15:00+00:00,0.73,0.74851,0.5795,233.5616,2.3356,10233.56
long,2026-03-18 07:30:00+00:00,2026-03-18 07:45:00+00:00,0.85292,0.87477,0.5517,241.695,2.3618,10475.26
long,2026-03-18 23:45:00+00:00,2026-03-19 00:00:00+00:00,0.88969,0.8853,0.553,-72.6386,-0.6934,10402.62
long,2026-03-19 04:45:00+00:00,2026-03-19 05:00:00+00:00,0.89581,0.94036,0.558,496.5329,4.7732,10899.15
short,2026-03-19 11:15:00+00:00,2026-03-19 11:30:00+00:00,0.80784,0.84246,0.5513,-488.8816,-4.4855,10410.27
short,2026-03-19 11:30:00+00:00,2026-03-19 11:45:00+00:00,0.82858,0.84066,0.6688,-172.5935,-1.6579,10237.68
short,2026-03-19 11:45:00+00:00,2026-03-19 12:00:00+00:00,0.84246,0.84793,0.6456,-86.9475,-0.8493,10150.73
short,2026-03-19 12:00:00+00:00,2026-03-19 12:15:00+00:00,0.84066,0.85563,0.6725,-201.0599,-1.9807,9949.67
short,2026-03-19 12:15:00+00:00,2026-03-19 12:30:00+00:00,0.84793,0.82543,0.6151,244.1172,2.4535,10193.79
short,2026-03-19 12:30:00+00:00,2026-03-19 12:45:00+00:00,0.85563,0.84539,0.5828,101.6095,0.9968,10295.4
short,2026-03-19 12:45:00+00:00,2026-03-19 13:00:00+00:00,0.82543,0.84212,0.6115,-228.7613,-2.222,10066.63
short,2026-03-19 13:00:00+00:00,2026-03-19 13:15:00+00:00,0.84539,0.84501,0.6292,-15.6083,-0.1551,10051.03
short,2026-03-19 13:15:00+00:00,2026-03-19 13:30:00+00:00,0.84212,0.82709,0.5857,159.2868,1.5848,10210.31
short,2026-03-19 13:30:00+00:00,2026-03-19 13:45:00+00:00,0.84501,0.82853,0.5644,178.7083,1.7503,10389.02
short,2026-03-19 13:45:00+00:00,2026-03-19 14:00:00+00:00,0.82709,0.82488,0.5922,6.9816,0.0672,10396.0
short,2026-03-19 14:00:00+00:00,2026-03-19 14:15:00+00:00,0.82853,0.82035,0.6033,81.8468,0.7873,10477.85
short,2026-03-19 22:15:00+00:00,2026-03-19 22:30:00+00:00,0.825,0.80963,0.5768,174.2498,1.663,10652.1
short,2026-03-19 23:15:00+00:00,2026-03-19 23:30:00+00:00,0.80379,0.79329,0.579,117.8454,1.1063,10769.94
short,2026-03-20 00:45:00+00:00,2026-03-20 01:00:00+00:00,0.7995,0.8024,0.5665,-60.6054,-0.5627,10709.34
short,2026-03-20 01:30:00+00:00,2026-03-20 01:45:00+00:00,0.815,0.81554,0.6117,-28.5144,-0.2663,10680.82
short,2026-03-20 01:45:00+00:00,2026-03-20 02:00:00+00:00,0.8157,0.81086,0.5712,42.0136,0.3934,10722.84
short,2026-03-20 02:00:00+00:00,2026-03-20 02:15:00+00:00,0.81554,0.86652,0.551,-691.7381,-6.4511,10031.1
