direction,entry_time,exit_time,entry_price,exit_price,prob,sl_hit,pnl,pnl_pct,capital
short,2026-03-18 06:51:00+00:00,2026-03-18 06:51:00+00:00,0.003017,0.003011,0.6815,False,-0.1127,-0.0011,9999.89
short,2026-03-18 19:12:00+00:00,2026-03-18 19:12:00+00:00,0.002872,0.002872,0.6877,False,-19.9998,-0.2,9979.89
short,2026-03-19 13:36:00+00:00,2026-03-19 13:36:00+00:00,0.002688,0.00268,0.8482,False,9.7423,0.0976,9989.63
short,2026-03-20 15:15:00+00:00,2026-03-20 15:15:00+00:00,0.002653,0.002653,0.726,False,-19.9793,-0.2,9969.65
