feature,importance
atr14,0.032758754
vol_expand,0.022578241
volatility_10,0.02169775
volatility_20,0.020943671
atr7,0.016854772
rsi_os,0.016275708
pos_20,0.015971119
hour,0.015649127
dist_low_20,0.015183983
pos_5,0.014924092
mom_5,0.014737569
pos_10,0.0146415895
open_pos,0.014555911
close_pos,0.014419294
ma5_slope,0.014391229
macd_fast_hist,0.014361656
ema5_dist,0.014303
ma50_slope,0.0142944185
rsi7,0.014224447
return_3,0.013849222
ma10_dist,0.013824517
hl_range,0.013564531
pos_50,0.013390607
bb_width,0.013285944
dist_low_5,0.013233186
macd_hist,0.013232284
return_2,0.013203015
vol_up,0.0131773325
macd_cross_down,0.013173531
stoch_k,0.013148468
ema10_dist,0.01280091
ema20_dist,0.012751582
lower_wick,0.012627527
volume_zscore,0.012592179
stoch_d,0.012542644
macd_fast_delta,0.01251442
macd_line,0.0123402
ma50_dist,0.012260153
macd_signal,0.012208601
volume_ratio5,0.012180489
volatility_5,0.012043593
dist_ma100,0.011928309
return_1,0.01182665
rsi14,0.0117999725
rsi14_delta,0.011643349
ma100_slope,0.01162014
return_5,0.0115168635
bb_lower_dist,0.011504217
rsi14_norm,0.011440842
volume_ratio10,0.011416059
minute,0.011402187
macd_hist_delta,0.011345619
body_size,0.011212598
williams_r,0.011122351
ma100_dist,0.011112471
range_atr,0.011068686
roc5,0.010884886
ma20_slope,0.010866457
atr_ratio,0.010833869
consec_up,0.01074715
cci14_delta,0.010686516
mom_3,0.010678472
dist_high_5,0.010587958
stoch_delta,0.010554543
return_10,0.010499995
ma10_slope,0.010423177
upper_wick,0.0103605315
bb_pct,0.010304727
ma5_dist,0.010237562
day_of_week,0.010205862
volume_delta,0.00969043
bb_squeeze,0.009553924
bb_upper_dist,0.009350397
dist_high_20,0.009142915
ma20_dist,0.009076792
cci14,0.008172969
consec_down,0.0070362627
mom_10,0.0062970016
macd_cross_up,0.0051360065
gap,0.0
is_bullish,0.0
above_ma100,0.0
rsi_ob,0.0
stoch_ob,0.0
stoch_os,0.0
roc10,0.0
