feature,importance
rsi14_norm,0.028414799
return_2,0.022489334
cci14,0.022277193
bb_pct,0.021225054
volume_ratio5,0.020164836
rsi14_delta,0.019768989
macd_fast_delta,0.018387312
ema10_dist,0.017927472
consec_down,0.017590139
stoch_delta,0.01722609
hl_range,0.01716706
rsi14,0.01687145
ema20_dist,0.016694779
pos_10,0.016621102
ma10_dist,0.016566355
body_size,0.016396103
atr7,0.016391579
hour,0.016277008
pos_50,0.01603507
bb_lower_dist,0.015902659
ma50_slope,0.015897565
ma20_slope,0.015697498
rsi7,0.015597419
volume_zscore,0.015505598
bb_width,0.015490243
stoch_d,0.015358709
volume_ratio10,0.015304623
atr_ratio,0.015217342
volatility_10,0.014986607
ma100_dist,0.014912188
ma10_slope,0.014596742
ma5_slope,0.01412266
lower_wick,0.014043475
return_1,0.013986425
ema5_dist,0.013985218
macd_hist_delta,0.013854497
return_10,0.01383629
day_of_week,0.013632086
stoch_k,0.013605328
volatility_5,0.013552968
volatility_20,0.013456449
volume_delta,0.013335371
return_3,0.013252493
bb_upper_dist,0.013162587
close_pos,0.013108724
ma100_slope,0.013108657
ma20_dist,0.012719312
upper_wick,0.012711271
minute,0.012652798
dist_low_20,0.012527041
mom_3,0.012451513
pos_5,0.011978423
cci14_delta,0.011618123
macd_signal,0.0115660345
pos_20,0.011523784
dist_high_20,0.011388762
atr14,0.011299713
range_atr,0.011185579
dist_low_5,0.010799688
ma5_dist,0.010502855
bb_squeeze,0.0103269
macd_fast_hist,0.010169779
open_pos,0.009956017
vol_up,0.009894176
dist_high_5,0.009585833
macd_line,0.00947033
return_5,0.00935259
macd_hist,0.008605323
ma50_dist,0.00845895
dist_ma100,0.006253088
gap,0.0
is_bullish,0.0
consec_up,0.0
rsi_os,0.0
above_ma100,0.0
rsi_ob,0.0
macd_cross_down,0.0
macd_cross_up,0.0
vol_expand,0.0
stoch_os,0.0
stoch_ob,0.0
williams_r,0.0
roc5,0.0
mom_10,0.0
mom_5,0.0
roc10,0.0
