feature,importance
atr14,0.050240465
atr7,0.024168493
mom_10,0.020933338
hl_range,0.020337973
bb_width,0.016397415
ma10_dist,0.016318
ma5_dist,0.01573437
volatility_20,0.015665036
return_2,0.0155626135
consec_down,0.01514432
dist_ma100,0.0146816475
ema20_dist,0.014662545
volatility_10,0.014480308
dist_low_20,0.014360661
ma20_dist,0.014353213
rsi14_norm,0.014298516
mom_5,0.014268194
macd_line,0.014057959
bb_lower_dist,0.013959317
ema5_dist,0.013845893
day_of_week,0.01380278
ma5_slope,0.013773077
bb_pct,0.013670682
hour,0.01360386
roc5,0.013577306
cci14,0.013530375
ma100_slope,0.01346564
ma100_dist,0.013363429
dist_low_5,0.013318428
ma20_slope,0.013296296
volatility_5,0.013098925
macd_hist,0.012982051
consec_up,0.012700378
dist_high_20,0.012610634
pos_10,0.012524185
dist_high_5,0.012403427
ma50_slope,0.012370059
rsi14,0.012341125
macd_fast_hist,0.012292123
atr_ratio,0.01229003
return_1,0.012232659
rsi7,0.012103978
pos_50,0.012005216
ma50_dist,0.011954897
minute,0.011945911
range_atr,0.011853746
pos_5,0.011805383
bb_upper_dist,0.011769017
rsi14_delta,0.011753626
macd_signal,0.011722598
return_10,0.0114635825
stoch_d,0.011339854
volume_ratio5,0.0111448085
pos_20,0.011132171
macd_hist_delta,0.011118943
vol_expand,0.011113383
return_5,0.011017412
volume_ratio10,0.011014401
macd_fast_delta,0.010821012
open_pos,0.010668125
vol_up,0.01063788
cci14_delta,0.0106259035
return_3,0.010524373
stoch_k,0.010465602
volume_zscore,0.01024733
stoch_delta,0.0102111045
body_size,0.010136348
close_pos,0.010046523
volume_delta,0.009958131
upper_wick,0.009840982
lower_wick,0.009742651
ema10_dist,0.009535901
macd_cross_up,0.008809133
ma10_slope,0.008705601
macd_cross_down,0.008601561
bb_squeeze,0.0074450015
above_ma100,0.0
roc10,0.0
is_bullish,0.0
mom_3,0.0
williams_r,0.0
stoch_os,0.0
stoch_ob,0.0
rsi_ob,0.0
gap,0.0
rsi_os,0.0
