feature,importance
atr7,0.01972184
hour,0.018998157
roc5,0.018963713
volatility_10,0.018405199
atr14,0.016842002
ma100_dist,0.016814291
mom_5,0.016723543
pos_50,0.016680364
volatility_20,0.016415486
ma10_slope,0.015791932
ma10_dist,0.01539789
consec_up,0.015294467
dist_high_20,0.014938805
vol_up,0.0145561285
lower_wick,0.014365579
ma20_slope,0.01434952
williams_r,0.014309539
macd_signal,0.014266498
ma5_slope,0.014146249
volume_zscore,0.014105385
stoch_delta,0.014016337
stoch_d,0.013955984
day_of_week,0.013952017
bb_lower_dist,0.013771448
bb_width,0.01370466
volatility_5,0.013667553
return_5,0.013433722
ma100_slope,0.013339537
upper_wick,0.013290948
bb_pct,0.013190328
rsi14_delta,0.013177044
macd_cross_up,0.013129258
ema10_dist,0.012964461
volume_ratio5,0.012941498
hl_range,0.012917882
pos_20,0.012908301
pos_10,0.012693558
stoch_k,0.012690695
mom_10,0.012682821
ema20_dist,0.012677086
return_2,0.012674125
ma5_dist,0.012579776
cci14_delta,0.012546127
macd_hist,0.012450139
dist_high_5,0.0123775145
macd_line,0.0122002335
ema5_dist,0.012180933
volume_ratio10,0.012144922
minute,0.012091972
rsi14,0.012086443
volume_delta,0.012062351
dist_ma100,0.011959427
ma20_dist,0.011931374
ma50_slope,0.0119254235
return_10,0.011914443
open_pos,0.011730783
close_pos,0.011575865
macd_fast_hist,0.01149802
range_atr,0.011496707
consec_down,0.011492915
dist_low_5,0.011459741
cci14,0.011098762
dist_low_20,0.010975507
ma50_dist,0.010973098
bb_upper_dist,0.010859621
atr_ratio,0.010821464
bb_squeeze,0.010261968
rsi7,0.0100718895
pos_5,0.010053893
macd_fast_delta,0.009774709
return_1,0.009588539
macd_hist_delta,0.009501189
return_3,0.009311797
rsi14_norm,0.0090863295
body_size,0.008814229
vol_expand,0.0073982407
mom_3,0.006989267
roc10,0.005848641
is_bullish,0.0
gap,0.0
above_ma100,0.0
macd_cross_down,0.0
rsi_os,0.0
rsi_ob,0.0
stoch_os,0.0
stoch_ob,0.0
