direction,entry_time,exit_time,entry_price,exit_price,prob,pnl,pnl_pct,capital
long,2026-03-22 05:36:00+00:00,2026-03-22 05:36:00+00:00,1.16772,1.14948,0.7475,-176.2018,-1.762,9823.8
long,2026-03-22 06:03:00+00:00,2026-03-22 06:03:00+00:00,1.13517,1.14316,0.7483,49.4981,0.5039,9873.3
long,2026-03-22 06:51:00+00:00,2026-03-22 06:51:00+00:00,1.26066,1.39748,0.6655,1051.8067,10.653,10925.1
long,2026-03-22 07:51:00+00:00,2026-03-22 07:51:00+00:00,1.43431,1.45567,0.6661,140.8484,1.2892,11065.95
long,2026-03-22 08:30:00+00:00,2026-03-22 08:30:00+00:00,1.4943,1.51573,0.687,136.5667,1.2341,11202.52
long,2026-03-22 08:54:00+00:00,2026-03-22 08:54:00+00:00,1.51337,1.50967,0.781,-49.7938,-0.4445,11152.72
long,2026-03-22 08:57:00+00:00,2026-03-22 08:57:00+00:00,1.50967,1.49962,0.7061,-96.5501,-0.8657,11056.17
long,2026-03-22 09:12:00+00:00,2026-03-22 09:12:00+00:00,1.5057,1.53081,0.6977,162.2674,1.4677,11218.44
long,2026-03-22 10:33:00+00:00,2026-03-22 10:33:00+00:00,1.71333,1.71118,0.6698,-36.5145,-0.3255,11181.93
long,2026-03-22 11:24:00+00:00,2026-03-22 11:24:00+00:00,1.65044,1.70628,0.809,355.9588,3.1833,11537.89
long,2026-03-22 12:12:00+00:00,2026-03-22 12:12:00+00:00,1.71455,1.67244,0.7375,-306.4506,-2.656,11231.44
long,2026-03-22 12:21:00+00:00,2026-03-22 12:21:00+00:00,1.71638,1.71696,0.847,-18.6675,-0.1662,11212.77
long,2026-03-22 12:24:00+00:00,2026-03-22 12:24:00+00:00,1.71696,1.7197,0.6528,-4.5317,-0.0404,11208.24
long,2026-03-22 12:30:00+00:00,2026-03-22 12:30:00+00:00,1.77262,1.76764,0.651,-53.9049,-0.4809,11154.33
long,2026-03-22 12:45:00+00:00,2026-03-22 12:45:00+00:00,1.8854,1.86951,0.8243,-116.3165,-1.0428,11038.01
long,2026-03-22 12:51:00+00:00,2026-03-22 12:51:00+00:00,1.93874,2.02704,0.7025,480.6508,4.3545,11518.67
long,2026-03-22 13:33:00+00:00,2026-03-22 13:33:00+00:00,1.9741,1.99628,0.8468,106.3806,0.9235,11625.05
