feature,importance
volatility_20,11
ma100_slope,7
macd_hist,7
bb_width,6
day_of_week,6
return_5,5
ma5_slope,5
ma100_dist,5
hour,4
ma20_slope,4
ma10_slope,4
lower_wick,3
volume_delta,3
mom_10,3
macd_hist_delta,3
ema20_dist,3
macd_fast_hist,3
volume_ratio5,3
cci14_delta,3
stoch_delta,3
upper_wick,3
body_size,3
macd_fast_delta,2
atr14,2
rsi14,2
dist_low_20,2
volatility_10,2
cci14,2
volume_ratio10,2
vol_up,2
ma20_dist,2
open_pos,2
ma5_dist,2
ma50_dist,2
return_3,2
return_2,2
return_10,2
dist_ma100,2
rsi7,2
ma50_slope,2
volatility_5,2
rsi14_delta,1
rsi14_norm,1
pos_5,1
dist_high_20,1
close_pos,1
mom_3,1
dist_low_5,1
mom_5,1
atr7,1
atr_ratio,1
range_atr,1
macd_signal,1
macd_line,1
bb_lower_dist,1
volume_zscore,1
gap,0
ma10_dist,0
hl_range,0
is_bullish,0
return_1,0
consec_up,0
consec_down,0
above_ma100,0
ema10_dist,0
bb_upper_dist,0
rsi_ob,0
ema5_dist,0
macd_cross_down,0
macd_cross_up,0
bb_pct,0
bb_squeeze,0
rsi_os,0
dist_high_5,0
vol_expand,0
pos_10,0
pos_20,0
pos_50,0
stoch_os,0
williams_r,0
stoch_d,0
stoch_ob,0
stoch_k,0
roc5,0
roc10,0
minute,0
