feature,importance
above_ma100,0.06874181
atr14,0.04546235
open_pos,0.019559124
hour,0.01952724
mom_5,0.018348135
volatility_20,0.017645506
macd_cross_down,0.017201211
dist_ma100,0.01695581
mom_10,0.016043922
williams_r,0.015149862
bb_width,0.01442138
dist_low_5,0.014082313
minute,0.013836533
bb_lower_dist,0.013822186
macd_signal,0.0135751115
stoch_d,0.013354594
macd_fast_hist,0.01329119
dist_high_20,0.013159367
ma50_slope,0.013113787
atr7,0.013069739
mom_3,0.012854449
macd_hist_delta,0.01277957
ma10_slope,0.012598553
pos_10,0.012565242
bb_squeeze,0.012538255
bb_upper_dist,0.012186897
rsi7,0.012179041
return_1,0.012097128
ma50_dist,0.0119756125
volume_zscore,0.011951505
ma20_slope,0.01184869
dist_high_5,0.011824743
stoch_k,0.011789884
volatility_10,0.011685071
ma100_dist,0.011596998
ma100_slope,0.011565627
rsi14_norm,0.011355932
vol_up,0.011309983
ema10_dist,0.011267264
range_atr,0.011190896
rsi14_delta,0.011147179
volatility_5,0.011135313
consec_up,0.011091977
return_10,0.010945822
dist_low_20,0.010767205
bb_pct,0.010726796
lower_wick,0.010688152
pos_5,0.010685757
consec_down,0.010509731
macd_line,0.010497233
cci14_delta,0.010387513
cci14,0.010364292
close_pos,0.010304572
hl_range,0.010156455
return_2,0.010084917
stoch_delta,0.010080016
ma20_dist,0.0100767175
ema20_dist,0.010064762
return_3,0.010012656
macd_hist,0.009600742
ma5_slope,0.009470143
macd_fast_delta,0.009386046
ma10_dist,0.009282391
return_5,0.009095406
volume_delta,0.008948471
atr_ratio,0.008893067
body_size,0.008889392
rsi14,0.008755418
volume_ratio10,0.008752835
pos_20,0.008719348
ema5_dist,0.008632438
day_of_week,0.0084961895
upper_wick,0.0084758
pos_50,0.008269524
volume_ratio5,0.008202011
ma5_dist,0.007982338
roc5,0.007657206
macd_cross_up,0.0061480855
roc10,0.003620272
vol_expand,0.0034733294
is_bullish,0.0
gap,0.0
rsi_os,0.0
rsi_ob,0.0
stoch_os,0.0
stoch_ob,0.0
