feature,importance
atr14,0.05800098
atr7,0.056348965
stoch_k,0.0272146
volatility_20,0.026480053
hour,0.023896009
upper_wick,0.02372293
volatility_10,0.023294024
rsi14_delta,0.022510765
williams_r,0.02203841
pos_5,0.021250166
dist_low_20,0.020959016
bb_width,0.020790828
bb_pct,0.02042044
volatility_5,0.020014394
ma10_slope,0.01902585
ma20_slope,0.018340016
volume_zscore,0.01726609
consec_up,0.017081378
minute,0.0151368035
pos_50,0.014694821
macd_hist,0.0145606175
day_of_week,0.014537921
ma100_dist,0.014528746
cci14_delta,0.0143215675
volume_delta,0.014190621
ma50_dist,0.014141417
mom_5,0.013499628
stoch_delta,0.013255914
bb_upper_dist,0.012885426
ma5_slope,0.012753495
hl_range,0.012326513
rsi7,0.012106255
macd_line,0.011803566
return_10,0.0117648505
ma50_slope,0.01170607
macd_fast_delta,0.011546461
macd_hist_delta,0.010925231
return_2,0.010714787
vol_up,0.010620651
atr_ratio,0.010571308
roc10,0.010504514
ma10_dist,0.01049377
volume_ratio5,0.01037993
ma100_slope,0.010067111
mom_3,0.009952673
body_size,0.009919668
bb_lower_dist,0.009873682
mom_10,0.009472124
dist_high_5,0.0094229765
dist_low_5,0.009143477
return_3,0.008781702
dist_high_20,0.008698323
return_1,0.008492175
range_atr,0.008022204
cci14,0.007854098
macd_signal,0.00775567
rsi14_norm,0.00752554
macd_cross_down,0.007154823
return_5,0.0068492065
consec_down,0.0068224664
rsi14,0.006760885
volume_ratio10,0.006603545
macd_fast_hist,0.0061489055
lower_wick,0.005988786
ema5_dist,0.0056293993
ma20_dist,0.0054847123
open_pos,0.005229937
ema10_dist,0.0050713564
bb_squeeze,0.0049414574
ma5_dist,0.0043040705
stoch_d,0.004284807
pos_10,0.0042729196
roc5,0.0039559193
pos_20,0.0034996993
close_pos,0.003236744
dist_ma100,0.0029447554
vol_expand,0.002091651
ema20_dist,0.0008775915
is_bullish,0.00023919478
gap,0.0
above_ma100,0.0
macd_cross_up,0.0
rsi_os,0.0
rsi_ob,0.0
stoch_os,0.0
stoch_ob,0.0
