feature,importance
dist_high_20,0.025261449
pos_20,0.025032753
macd_fast_delta,0.021484217
ma50_slope,0.02110578
macd_hist,0.019488148
ma100_slope,0.019475486
bb_pct,0.019258212
rsi14_delta,0.019197226
rsi14,0.018931722
return_2,0.018755374
stoch_d,0.01816667
ma50_dist,0.018096795
ema5_dist,0.01808587
macd_signal,0.017889705
atr_ratio,0.017500825
return_3,0.01740348
consec_up,0.017231524
cci14,0.017131438
bb_lower_dist,0.01650997
pos_5,0.016311452
volatility_10,0.016270602
cci14_delta,0.016164815
ma100_dist,0.016058635
return_1,0.015945788
ma10_dist,0.015901495
macd_line,0.015664857
atr14,0.015582335
stoch_delta,0.01553006
volatility_5,0.015466291
ma5_dist,0.015243555
vol_expand,0.015142871
close_pos,0.015113388
hour,0.014950441
ma5_slope,0.014545391
mom_10,0.014410325
macd_fast_hist,0.014406095
return_10,0.014332536
day_of_week,0.014265433
volume_ratio5,0.01409793
ma20_slope,0.014091972
upper_wick,0.013760433
bb_upper_dist,0.013753737
macd_hist_delta,0.013745892
volume_zscore,0.01360624
dist_ma100,0.013515675
volatility_20,0.013290793
pos_50,0.013208708
hl_range,0.012929179
volume_delta,0.01290648
bb_width,0.0128626535
lower_wick,0.012710662
atr7,0.012496191
vol_up,0.01218763
return_5,0.012168146
mom_5,0.012161165
open_pos,0.01198699
ma10_slope,0.0110654915
ema10_dist,0.011045304
range_atr,0.010689204
body_size,0.010355769
volume_ratio10,0.010282061
dist_low_20,0.010276623
rsi7,0.009537805
stoch_k,0.009163182
ema20_dist,0.008658061
dist_high_5,0.008584022
dist_low_5,0.0075490596
ma20_dist,0.0
is_bullish,0.0
gap,0.0
consec_down,0.0
bb_squeeze,0.0
rsi_os,0.0
rsi14_norm,0.0
macd_cross_down,0.0
above_ma100,0.0
macd_cross_up,0.0
rsi_ob,0.0
pos_10,0.0
stoch_os,0.0
stoch_ob,0.0
williams_r,0.0
roc5,0.0
mom_3,0.0
roc10,0.0
minute,0.0
