feature,importance
atr14,0.023749981
williams_r,0.018856654
rsi7,0.018581722
dist_low_20,0.01679289
dist_high_5,0.0165776
return_5,0.016336411
bb_squeeze,0.015879614
ma50_slope,0.01528929
mom_3,0.015254724
stoch_d,0.015077775
ma100_dist,0.014983587
ema5_dist,0.014786802
ma5_slope,0.014723485
macd_hist,0.014691798
pos_10,0.014205472
lower_wick,0.0141629595
pos_5,0.0141595835
rsi14_norm,0.014018071
mom_5,0.013896624
volume_delta,0.013858787
bb_lower_dist,0.013809895
cci14,0.013749001
ma50_dist,0.013715904
macd_cross_up,0.013680285
ma10_dist,0.013666993
return_10,0.013641548
return_2,0.013639927
hour,0.013613694
stoch_k,0.013612554
bb_pct,0.01359709
hl_range,0.013535553
day_of_week,0.013461255
macd_signal,0.013420553
volatility_10,0.013368574
atr7,0.013317448
volume_ratio5,0.013233868
volume_ratio10,0.013208947
rsi14_delta,0.013206178
ema10_dist,0.013188118
pos_50,0.013118922
rsi14,0.01311165
ma20_slope,0.012994084
macd_line,0.012912003
ma5_dist,0.012870839
ema20_dist,0.012842772
open_pos,0.012841112
dist_low_5,0.012734798
body_size,0.012670115
close_pos,0.012569279
consec_up,0.012472447
upper_wick,0.012401141
dist_high_20,0.012361551
volume_zscore,0.012289706
atr_ratio,0.012263173
pos_20,0.012247165
volatility_20,0.012106846
stoch_delta,0.012103868
bb_width,0.011935311
volatility_5,0.011626007
macd_fast_hist,0.011590651
mom_10,0.011471223
vol_up,0.011455314
range_atr,0.011430129
return_3,0.011229227
return_1,0.011064976
cci14_delta,0.011056497
ma20_dist,0.011029353
macd_hist_delta,0.010755261
ma100_slope,0.010655393
minute,0.010479423
ma10_slope,0.010394214
macd_fast_delta,0.010169431
bb_upper_dist,0.010064553
vol_expand,0.009295898
dist_ma100,0.008597844
roc10,0.006236601
is_bullish,0.0
gap,0.0
consec_down,0.0
rsi_ob,0.0
above_ma100,0.0
macd_cross_down,0.0
rsi_os,0.0
stoch_ob,0.0
stoch_os,0.0
roc5,0.0
