feature,importance
ma20_dist,0.028686674
vol_expand,0.026791414
dist_high_5,0.024503836
ema5_dist,0.02306569
cci14,0.02084858
upper_wick,0.020169651
lower_wick,0.018598812
volatility_10,0.018331742
pos_10,0.017337399
bb_squeeze,0.017081749
return_2,0.017057313
rsi14_norm,0.016511325
mom_3,0.016488273
mom_5,0.015362439
macd_fast_delta,0.015312308
rsi7,0.014902717
ma10_dist,0.014714024
bb_lower_dist,0.014389106
ma100_dist,0.014362893
dist_high_20,0.014320711
volume_zscore,0.014100211
macd_signal,0.014093842
open_pos,0.013848351
return_3,0.013816157
volatility_5,0.013778278
atr14,0.013529505
vol_up,0.013275831
ma50_slope,0.0130496295
return_5,0.012980654
volatility_20,0.012937171
volume_ratio10,0.01292438
bb_width,0.012913351
dist_low_5,0.012864653
stoch_delta,0.012804406
range_atr,0.012592148
close_pos,0.012581844
volume_ratio5,0.012545502
ma20_slope,0.0125191435
bb_upper_dist,0.012404656
pos_5,0.012234143
return_1,0.012123739
ma5_slope,0.01209305
atr7,0.012051639
ma5_dist,0.01201782
atr_ratio,0.011902549
stoch_k,0.011826447
stoch_d,0.011622863
hour,0.011537123
mom_10,0.011431561
return_10,0.011401586
macd_line,0.011343002
cci14_delta,0.01122766
ma10_slope,0.011212257
hl_range,0.011105606
volume_delta,0.01095637
ma100_slope,0.010945635
body_size,0.0109447455
consec_up,0.010869995
ma50_dist,0.010722592
rsi14_delta,0.010414711
day_of_week,0.0103783235
rsi14,0.010332058
minute,0.010130454
macd_hist,0.010043551
macd_fast_hist,0.009899475
macd_hist_delta,0.009734114
ema10_dist,0.009619344
pos_50,0.009421147
bb_pct,0.00926878
roc10,0.008700383
williams_r,0.008194136
pos_20,0.008161203
ema20_dist,0.008093563
dist_low_20,0.0075262194
dist_ma100,0.0067459154
roc5,0.005369894
is_bullish,0.0
gap,0.0
consec_down,0.0
rsi_os,0.0
macd_cross_down,0.0
macd_cross_up,0.0
above_ma100,0.0
rsi_ob,0.0
stoch_os,0.0
stoch_ob,0.0
