feature,importance
bb_width,5
ma50_slope,4
ma100_slope,4
atr14,4
volatility_20,4
macd_hist,3
atr7,3
dist_high_5,3
volume_ratio5,2
volatility_10,2
pos_20,2
volatility_5,2
macd_fast_hist,2
rsi14_delta,2
ma20_slope,2
macd_signal,2
return_3,2
close_pos,2
ma100_dist,2
ma50_dist,2
pos_5,2
volume_zscore,2
cci14_delta,2
stoch_d,2
dist_low_20,2
stoch_delta,2
return_1,1
body_size,1
pos_50,1
cci14,1
hour,1
volume_delta,1
lower_wick,1
hl_range,1
upper_wick,1
return_10,1
ma10_slope,1
ma5_slope,1
macd_fast_delta,1
atr_ratio,1
vol_up,1
bb_lower_dist,1
macd_line,1
ema10_dist,1
consec_down,0
ma5_dist,0
return_2,0
return_5,0
ma10_dist,0
ma20_dist,0
is_bullish,0
gap,0
open_pos,0
consec_up,0
range_atr,0
bb_squeeze,0
bb_pct,0
rsi14,0
rsi14_norm,0
rsi_ob,0
rsi_os,0
bb_upper_dist,0
rsi7,0
ema5_dist,0
dist_ma100,0
above_ma100,0
ema20_dist,0
macd_hist_delta,0
macd_cross_down,0
macd_cross_up,0
dist_low_5,0
dist_high_20,0
pos_10,0
volume_ratio10,0
vol_expand,0
stoch_ob,0
williams_r,0
stoch_k,0
stoch_os,0
mom_3,0
mom_10,0
mom_5,0
roc5,0
roc10,0
minute,0
day_of_week,0
