feature,importance
dist_high_5,0.030938549
return_3,0.018141856
dist_high_20,0.017675404
atr14,0.017606018
atr7,0.01656145
bb_width,0.016270224
mom_3,0.016129717
stoch_k,0.016120166
ma5_dist,0.015172866
day_of_week,0.014838612
consec_down,0.014763178
volatility_20,0.014630262
stoch_ob,0.014526094
dist_low_20,0.014372701
hour,0.0142868655
ema5_dist,0.0142498305
ema20_dist,0.014123038
ma50_dist,0.014065091
ma20_slope,0.013823087
bb_pct,0.013710719
rsi14,0.013696939
pos_5,0.01348997
pos_10,0.0134879565
volatility_10,0.013257921
stoch_d,0.01311435
consec_up,0.012986456
macd_line,0.012909402
volume_ratio10,0.012817157
ma20_dist,0.012768582
ma10_dist,0.012729071
ma100_dist,0.012727757
volume_zscore,0.012674535
pos_50,0.012539586
macd_fast_hist,0.012451731
vol_up,0.012372738
open_pos,0.012349175
ma50_slope,0.01219016
macd_hist_delta,0.012123244
rsi14_norm,0.012107965
hl_range,0.0120504
bb_lower_dist,0.0120022725
roc5,0.011982389
dist_low_5,0.0118600605
pos_20,0.01183885
ema10_dist,0.011650932
cci14_delta,0.011634309
ma5_slope,0.01156718
ma10_slope,0.011430151
ma100_slope,0.011314058
mom_10,0.011184206
mom_5,0.011155246
range_atr,0.011128259
atr_ratio,0.011098511
macd_signal,0.011072184
lower_wick,0.011071865
macd_fast_delta,0.011001465
volume_delta,0.010999243
stoch_delta,0.010911255
volatility_5,0.010750835
williams_r,0.010712173
return_2,0.010698527
return_5,0.010687388
dist_ma100,0.010679025
return_10,0.0105535295
rsi14_delta,0.0105309235
minute,0.010446858
bb_upper_dist,0.0104240095
cci14,0.010192962
vol_expand,0.010126986
volume_ratio5,0.010013637
upper_wick,0.0096587725
macd_hist,0.009381061
return_1,0.009189097
body_size,0.009057664
close_pos,0.008850386
roc10,0.008768704
macd_cross_up,0.008223069
bb_squeeze,0.007985965
rsi7,0.0078030797
macd_cross_down,0.007079
above_ma100,0.00643301
gap,0.0
is_bullish,0.0
rsi_ob,0.0
rsi_os,0.0
stoch_os,0.0
