feature,importance
atr14,0.034349058
consec_down,0.023628635
volatility_20,0.019394122
volatility_10,0.01796531
ma5_slope,0.017046079
ema10_dist,0.015729481
close_pos,0.015410448
lower_wick,0.01515437
dist_high_20,0.0147206085
bb_squeeze,0.014423961
macd_cross_down,0.014385491
mom_10,0.014240685
atr7,0.014082069
ma20_dist,0.013939594
dist_ma100,0.013805694
hour,0.013787321
stoch_k,0.013702359
bb_lower_dist,0.013593271
ma10_dist,0.013585794
ma50_dist,0.013433379
mom_5,0.013321618
volume_zscore,0.013270133
ma100_slope,0.013267741
rsi14_norm,0.013210331
day_of_week,0.0131509
rsi14,0.013128672
macd_fast_hist,0.013063224
volume_ratio5,0.013041168
ma20_slope,0.012982936
volume_delta,0.01297587
ma50_slope,0.012924579
macd_hist,0.012915134
return_2,0.012903539
rsi7,0.012795435
stoch_d,0.012781753
cci14_delta,0.012700726
vol_up,0.012677439
bb_width,0.012582046
return_10,0.012541767
minute,0.012451647
williams_r,0.012348264
macd_hist_delta,0.012316375
macd_signal,0.012305318
ema5_dist,0.012298122
ma100_dist,0.011938506
macd_line,0.01193623
stoch_delta,0.011881583
cci14,0.011778599
dist_high_5,0.011573707
ma5_dist,0.011549695
bb_pct,0.011525687
mom_3,0.01150855
return_5,0.011459897
bb_upper_dist,0.011314672
ema20_dist,0.011206441
pos_50,0.011127832
consec_up,0.010868804
pos_5,0.010776651
atr_ratio,0.0107462425
macd_fast_delta,0.010742926
return_1,0.010739522
pos_20,0.010668824
ma10_slope,0.010641291
range_atr,0.010628012
return_3,0.010587671
upper_wick,0.010586631
volume_ratio10,0.010560193
volatility_5,0.010524834
dist_low_20,0.010521853
dist_low_5,0.010314907
pos_10,0.010293197
hl_range,0.010149711
rsi14_delta,0.0099785365
body_size,0.009511314
open_pos,0.009511258
vol_expand,0.008047478
macd_cross_up,0.0072294236
roc10,0.0052962643
roc5,0.0042326665
rsi_ob,0.003707937
is_bullish,0.0
gap,0.0
rsi_os,0.0
above_ma100,0.0
stoch_os,0.0
stoch_ob,0.0
