feature,importance
atr7,0.15673861
atr14,0.0548094
hl_range,0.037958328
volatility_20,0.031616386
bb_width,0.024353277
bb_pct,0.01645438
ma50_dist,0.014183812
roc10,0.013918529
dist_low_5,0.013717987
return_3,0.0135240415
pos_10,0.013441476
volatility_5,0.013122986
bb_squeeze,0.012714175
ma100_dist,0.012631947
return_2,0.012302831
ma20_slope,0.0122146765
dist_high_20,0.0120333815
body_size,0.0117895575
lower_wick,0.011464554
upper_wick,0.011367751
ema10_dist,0.011344391
open_pos,0.011222479
atr_ratio,0.011160004
dist_low_20,0.01111919
ema20_dist,0.011107555
ma50_slope,0.011084942
ma20_dist,0.011042187
cci14,0.0109689105
vol_up,0.010890599
macd_fast_delta,0.010873652
close_pos,0.010819684
bb_lower_dist,0.010747284
ma100_slope,0.010653364
macd_hist_delta,0.010626046
macd_hist,0.010599951
pos_20,0.01055649
return_5,0.010480687
return_10,0.010457512
pos_50,0.010427136
dist_ma100,0.010401293
volatility_10,0.0103829
day_of_week,0.010270146
hour,0.0102051
rsi7,0.010095599
macd_signal,0.009958331
ma5_slope,0.009948264
macd_fast_hist,0.009924268
dist_high_5,0.009663965
bb_upper_dist,0.009661048
ema5_dist,0.009650964
pos_5,0.009629441
macd_line,0.009515033
ma10_slope,0.009444537
volume_zscore,0.009092163
volume_ratio5,0.008841498
volume_delta,0.0088288635
cci14_delta,0.008808186
stoch_k,0.008772517
minute,0.008558866
ma5_dist,0.0084641045
mom_10,0.00841406
volume_ratio10,0.0083584
mom_3,0.008224322
stoch_d,0.008148311
stoch_delta,0.007896188
range_atr,0.007835536
williams_r,0.0077856136
rsi14,0.0077713104
rsi14_delta,0.0077651404
return_1,0.00650279
ma10_dist,0.006109777
consec_up,0.005291305
mom_5,0.0032400554
vol_expand,0.0
rsi_ob,0.0
rsi14_norm,0.0
stoch_ob,0.0
stoch_os,0.0
macd_cross_down,0.0
macd_cross_up,0.0
above_ma100,0.0
consec_down,0.0
roc5,0.0
gap,0.0
is_bullish,0.0
rsi_os,0.0
