feature,importance
atr14,0.057104237
roc10,0.052738715
atr7,0.03676075
mom_3,0.033438846
mom_5,0.022391045
macd_cross_up,0.02143327
volatility_10,0.019723222
macd_hist,0.019134758
return_3,0.01817434
ema10_dist,0.018074665
ma5_slope,0.018057635
cci14,0.017875206
day_of_week,0.01674302
volume_ratio5,0.015991347
volatility_20,0.015474655
pos_5,0.015423542
bb_width,0.015144323
bb_upper_dist,0.01494943
ma50_slope,0.01437407
macd_line,0.014139345
macd_hist_delta,0.013864348
return_2,0.013452635
dist_low_5,0.01339493
hour,0.013319279
vol_expand,0.012834329
pos_50,0.012698591
cci14_delta,0.012673912
dist_high_5,0.012305775
macd_fast_hist,0.012305204
macd_fast_delta,0.012262145
pos_20,0.012163719
range_atr,0.012065468
ma5_dist,0.011994567
macd_signal,0.011868804
stoch_delta,0.011581687
rsi14_delta,0.0112624625
ma50_dist,0.010923015
bb_pct,0.01079112
bb_lower_dist,0.010675244
body_size,0.010672993
volume_delta,0.010651319
volatility_5,0.010460874
rsi7,0.01015997
volume_zscore,0.01011402
williams_r,0.009982417
ma100_dist,0.009933048
ma20_dist,0.009846671
upper_wick,0.009792795
bb_squeeze,0.009656368
ema5_dist,0.0095864525
hl_range,0.009310611
atr_ratio,0.009306085
open_pos,0.009025865
vol_up,0.008901456
consec_up,0.0086644
return_1,0.008652588
stoch_d,0.008652275
rsi14,0.00854593
return_5,0.00848788
ma20_slope,0.008401362
return_10,0.008261576
ma10_slope,0.008004485
rsi14_norm,0.007912526
minute,0.007817897
dist_high_20,0.00768564
dist_low_20,0.0075730593
ema20_dist,0.007545935
ma100_slope,0.0072971554
lower_wick,0.0072526997
pos_10,0.0060843187
dist_ma100,0.006076148
volume_ratio10,0.0059952512
close_pos,0.0059379153
stoch_k,0.0052736807
mom_10,0.005263232
consec_down,0.003108476
ma10_dist,0.0020152684
roc5,0.0014426481
above_ma100,0.0010630616
gap,0.0
is_bullish,0.0
macd_cross_down,0.0
rsi_os,0.0
rsi_ob,0.0
stoch_os,0.0
stoch_ob,0.0
