direction,entry_time,exit_time,entry_price,exit_price,prob,pnl,pnl_pct,capital
long,2026-03-20 03:00:00+00:00,2026-03-20 03:00:00+00:00,0.86239,0.85336,0.82,-124.709,-1.2471,9875.29
long,2026-03-20 03:05:00+00:00,2026-03-20 03:05:00+00:00,0.85336,0.87799,0.806,265.2738,2.6862,10140.56
long,2026-03-20 03:10:00+00:00,2026-03-20 03:10:00+00:00,0.87799,0.89947,0.6583,227.8075,2.2465,10368.37
long,2026-03-20 03:15:00+00:00,2026-03-20 03:15:00+00:00,0.89947,0.88866,0.5565,-145.3458,-1.4018,10223.03
long,2026-03-20 05:55:00+00:00,2026-03-20 05:55:00+00:00,0.919,0.91212,0.6088,-96.9797,-0.9486,10126.05
long,2026-03-20 06:00:00+00:00,2026-03-20 06:00:00+00:00,0.91212,0.92237,0.7827,93.5399,0.9238,10219.59
long,2026-03-20 06:05:00+00:00,2026-03-20 06:05:00+00:00,0.92237,0.91541,0.5963,-97.5539,-0.9546,10122.03
long,2026-03-20 06:10:00+00:00,2026-03-20 06:10:00+00:00,0.91541,0.91729,0.5575,0.5438,0.0054,10122.58
long,2026-03-20 08:30:00+00:00,2026-03-20 08:30:00+00:00,0.92795,0.9288,0.5781,-10.9729,-0.1084,10111.6
long,2026-03-20 08:35:00+00:00,2026-03-20 08:35:00+00:00,0.9288,0.9217,0.5628,-97.5191,-0.9644,10014.08
long,2026-03-20 09:45:00+00:00,2026-03-20 09:45:00+00:00,0.92124,0.91842,0.5758,-50.6822,-0.5061,9963.4
long,2026-03-20 14:10:00+00:00,2026-03-20 14:10:00+00:00,0.92898,0.92388,0.5841,-74.6248,-0.749,9888.78
long,2026-03-20 15:10:00+00:00,2026-03-20 15:10:00+00:00,0.92548,0.92021,0.5901,-76.0876,-0.7694,9812.69
short,2026-03-20 18:35:00+00:00,2026-03-20 18:35:00+00:00,0.9105,0.91208,0.7136,-36.6534,-0.3735,9776.04
short,2026-03-20 18:50:00+00:00,2026-03-20 18:50:00+00:00,0.92116,0.91396,0.5555,56.8597,0.5816,9832.9
short,2026-03-20 23:55:00+00:00,2026-03-20 23:55:00+00:00,0.9062,0.89688,0.62,81.4626,0.8285,9914.36
short,2026-03-21 00:05:00+00:00,2026-03-21 00:05:00+00:00,0.90514,0.90985,0.7362,-71.4192,-0.7204,9842.94
short,2026-03-21 07:25:00+00:00,2026-03-21 07:25:00+00:00,0.91051,0.91293,0.6064,-45.8469,-0.4658,9797.09
short,2026-03-21 15:10:00+00:00,2026-03-21 15:10:00+00:00,0.91206,0.90832,0.869,20.5798,0.2101,9817.67
short,2026-03-22 01:25:00+00:00,2026-03-22 01:25:00+00:00,0.93,0.92841,0.6531,-2.8503,-0.029,9814.82
long,2026-03-22 02:45:00+00:00,2026-03-22 02:45:00+00:00,0.9801,0.97681,0.607,-52.576,-0.5357,9762.25
long,2026-03-22 02:50:00+00:00,2026-03-22 02:50:00+00:00,0.97681,0.97971,0.5815,9.4581,0.0969,9771.7
long,2026-03-22 03:55:00+00:00,2026-03-22 03:55:00+00:00,1.02055,1.02591,0.6409,31.7783,0.3252,9803.48
long,2026-03-22 04:00:00+00:00,2026-03-22 04:00:00+00:00,1.02591,1.03268,0.6005,45.0864,0.4599,9848.57
long,2026-03-22 04:05:00+00:00,2026-03-22 04:05:00+00:00,1.03268,1.0375,0.5941,26.2707,0.2667,9874.84
long,2026-03-22 04:40:00+00:00,2026-03-22 04:40:00+00:00,1.05563,1.0832,0.6168,238.1526,2.4117,10112.99
long,2026-03-22 04:45:00+00:00,2026-03-22 04:45:00+00:00,1.0832,1.08092,0.7083,-41.5126,-0.4105,10071.48
long,2026-03-22 04:55:00+00:00,2026-03-22 04:55:00+00:00,1.07595,1.09093,0.6731,120.078,1.1923,10191.56
long,2026-03-22 05:15:00+00:00,2026-03-22 05:15:00+00:00,1.13836,1.14671,0.5651,54.3731,0.5335,10245.93
long,2026-03-22 05:30:00+00:00,2026-03-22 05:30:00+00:00,1.14997,1.16874,0.5871,146.7439,1.4322,10392.67
long,2026-03-22 05:40:00+00:00,2026-03-22 05:40:00+00:00,1.15165,1.16472,0.7703,97.1604,0.9349,10489.84
long,2026-03-22 05:55:00+00:00,2026-03-22 05:55:00+00:00,1.14369,1.14221,0.7166,-34.5541,-0.3294,10455.28
long,2026-03-22 06:00:00+00:00,2026-03-22 06:00:00+00:00,1.14221,1.13434,0.7536,-92.949,-0.889,10362.33
long,2026-03-22 06:05:00+00:00,2026-03-22 06:05:00+00:00,1.13434,1.1397,0.6505,28.2396,0.2725,10390.57
long,2026-03-22 06:35:00+00:00,2026-03-22 06:35:00+00:00,1.17989,1.26972,0.6588,770.2969,7.4134,11160.87
long,2026-03-22 06:45:00+00:00,2026-03-22 06:45:00+00:00,1.24518,1.26095,0.5661,119.0288,1.0665,11279.9
long,2026-03-22 07:20:00+00:00,2026-03-22 07:20:00+00:00,1.41383,1.40374,0.747,-103.0604,-0.9137,11176.84
long,2026-03-22 07:25:00+00:00,2026-03-22 07:25:00+00:00,1.40374,1.39726,0.704,-73.9486,-0.6616,11102.89
long,2026-03-22 08:05:00+00:00,2026-03-22 08:05:00+00:00,1.46217,1.48547,0.6245,154.7212,1.3935,11257.61
long,2026-03-22 08:20:00+00:00,2026-03-22 08:20:00+00:00,1.49706,1.48408,0.6358,-120.1224,-1.067,11137.49
long,2026-03-22 08:25:00+00:00,2026-03-22 08:25:00+00:00,1.48408,1.4943,0.6291,54.4225,0.4886,11191.91
long,2026-03-22 08:30:00+00:00,2026-03-22 08:30:00+00:00,1.4943,1.52286,0.5948,191.523,1.7113,11383.43
long,2026-03-22 08:40:00+00:00,2026-03-22 08:40:00+00:00,1.52251,1.49089,0.6206,-259.1818,-2.2768,11124.25
long,2026-03-22 08:45:00+00:00,2026-03-22 08:45:00+00:00,1.49089,1.47463,0.6028,-143.5722,-1.2906,10980.68
long,2026-03-22 09:45:00+00:00,2026-03-22 09:45:00+00:00,1.61459,1.59852,0.6674,-131.252,-1.1953,10849.43
long,2026-03-22 09:55:00+00:00,2026-03-22 09:55:00+00:00,1.63442,1.61203,0.559,-170.3257,-1.5699,10679.1
long,2026-03-22 10:00:00+00:00,2026-03-22 10:00:00+00:00,1.61203,1.6002,0.7365,-99.7276,-0.9339,10579.37
long,2026-03-22 10:05:00+00:00,2026-03-22 10:05:00+00:00,1.6002,1.61358,0.6744,67.3002,0.6361,10646.67
long,2026-03-22 10:30:00+00:00,2026-03-22 10:30:00+00:00,1.66848,1.72483,0.7875,338.2795,3.1773,10984.95
long,2026-03-22 10:35:00+00:00,2026-03-22 10:35:00+00:00,1.72483,1.7241,0.6579,-26.6191,-0.2423,10958.33
long,2026-03-22 10:40:00+00:00,2026-03-22 10:40:00+00:00,1.7241,1.72503,0.7201,-16.0056,-0.1461,10942.33
long,2026-03-22 11:20:00+00:00,2026-03-22 11:20:00+00:00,1.53694,1.65024,0.588,784.7609,7.1718,11727.09
long,2026-03-22 11:25:00+00:00,2026-03-22 11:25:00+00:00,1.65024,1.73887,0.5781,606.3766,5.1707,12333.47
long,2026-03-22 11:30:00+00:00,2026-03-22 11:30:00+00:00,1.73887,1.79473,0.6551,371.5372,3.0124,12705.0
long,2026-03-22 11:35:00+00:00,2026-03-22 11:35:00+00:00,1.79473,1.6857,0.643,-797.24,-6.275,11907.76
long,2026-03-22 11:40:00+00:00,2026-03-22 11:40:00+00:00,1.6857,1.7274,0.6277,270.7527,2.2737,12178.52
long,2026-03-22 11:45:00+00:00,2026-03-22 11:45:00+00:00,1.7274,1.73459,0.7796,26.3339,0.2162,12204.85
long,2026-03-22 11:50:00+00:00,2026-03-22 11:50:00+00:00,1.73459,1.7613,0.6819,163.5261,1.3398,12368.38
long,2026-03-22 11:55:00+00:00,2026-03-22 11:55:00+00:00,1.7613,1.75112,0.7023,-96.2238,-0.778,12272.15
long,2026-03-22 12:00:00+00:00,2026-03-22 12:00:00+00:00,1.75112,1.69303,0.7585,-431.6491,-3.5173,11840.5
long,2026-03-22 12:10:00+00:00,2026-03-22 12:10:00+00:00,1.72184,1.67244,0.789,-363.3879,-3.069,11477.12
long,2026-03-22 12:15:00+00:00,2026-03-22 12:15:00+00:00,1.67244,1.71625,0.6887,277.6918,2.4195,11754.81
long,2026-03-22 12:20:00+00:00,2026-03-22 12:20:00+00:00,1.71625,1.71209,0.8305,-52.002,-0.4424,11702.8
