feature,importance
return_1,10
ma100_slope,10
atr_ratio,7
hour,6
open_pos,6
ma5_slope,5
ma20_slope,5
volatility_20,5
volume_zscore,4
range_atr,4
ma100_dist,4
hl_range,3
rsi7,3
cci14_delta,3
atr14,3
macd_hist,3
body_size,3
return_5,3
macd_signal,3
ma10_slope,2
return_3,2
return_10,2
volatility_10,2
volume_ratio5,2
stoch_d,2
consec_down,2
ma50_slope,2
dist_ma100,2
mom_3,2
vol_up,2
upper_wick,1
lower_wick,1
return_2,1
volume_delta,1
dist_high_20,1
dist_low_20,1
pos_20,1
close_pos,1
stoch_k,1
day_of_week,1
bb_lower_dist,1
atr7,1
macd_hist_delta,1
ema10_dist,1
ema20_dist,1
dist_low_5,1
pos_5,1
volume_ratio10,1
mom_5,1
ma10_dist,0
gap,0
is_bullish,0
consec_up,0
ma20_dist,0
ma50_dist,0
ma5_dist,0
volatility_5,0
bb_squeeze,0
rsi14_norm,0
rsi_ob,0
rsi_os,0
bb_upper_dist,0
rsi14,0
rsi14_delta,0
ema5_dist,0
macd_line,0
macd_cross_up,0
macd_cross_down,0
macd_fast_hist,0
macd_fast_delta,0
above_ma100,0
bb_pct,0
bb_width,0
vol_expand,0
dist_high_5,0
pos_50,0
pos_10,0
stoch_delta,0
cci14,0
williams_r,0
stoch_os,0
stoch_ob,0
roc5,0
mom_10,0
roc10,0
minute,0
