feature,importance
ma20_dist,0.025241183
ma10_dist,0.023499299
rsi7,0.020255702
upper_wick,0.019664945
return_2,0.01870588
ma100_dist,0.018685402
macd_line,0.018403722
close_pos,0.018168252
ma50_slope,0.017695962
cci14_delta,0.016867118
ma20_slope,0.016841866
volatility_10,0.01656289
range_atr,0.016163565
dist_low_5,0.016044231
ema5_dist,0.015803386
stoch_d,0.015793344
dist_ma100,0.015767269
macd_signal,0.015645595
open_pos,0.015555608
lower_wick,0.015529285
volatility_5,0.015257576
macd_hist,0.015168872
ma50_dist,0.015120068
pos_10,0.015076697
stoch_delta,0.014919418
macd_fast_hist,0.014860562
volatility_20,0.01463893
volume_ratio5,0.014529719
body_size,0.014457015
volume_delta,0.014326648
pos_5,0.014281205
atr_ratio,0.014237314
return_3,0.014128345
volume_zscore,0.014020974
bb_lower_dist,0.0139539465
ma5_dist,0.013925097
macd_hist_delta,0.013882615
atr14,0.013702697
ma100_slope,0.013575485
return_5,0.013476029
pos_20,0.013345595
ma10_slope,0.013309156
return_10,0.013292888
stoch_k,0.01328065
bb_squeeze,0.013166332
hl_range,0.013157032
dist_high_20,0.012941596
bb_upper_dist,0.01278951
hour,0.012641217
ma5_slope,0.012559368
ema20_dist,0.012496631
vol_up,0.01243252
volume_ratio10,0.012420138
rsi14,0.01210857
atr7,0.011909628
dist_low_20,0.0117618935
vol_expand,0.011669868
williams_r,0.0114819985
pos_50,0.011464847
dist_high_5,0.0114157535
cci14,0.0107064815
bb_pct,0.0106762685
ema10_dist,0.010630244
bb_width,0.01044561
day_of_week,0.01039036
macd_fast_delta,0.01038571
mom_10,0.010069131
rsi14_delta,0.009492052
return_1,0.008557387
minute,0.008510217
rsi14_norm,0.00605765
is_bullish,0.0
gap,0.0
consec_up,0.0
consec_down,0.0
above_ma100,0.0
macd_cross_down,0.0
macd_cross_up,0.0
rsi_os,0.0
rsi_ob,0.0
stoch_os,0.0
stoch_ob,0.0
roc5,0.0
mom_5,0.0
mom_3,0.0
roc10,0.0
