feature,importance
macd_cross_up,0.023933766
volatility_10,0.021599943
atr14,0.019686513
hour,0.017573824
williams_r,0.016824104
macd_hist,0.015810747
consec_up,0.015315399
roc10,0.015140933
minute,0.014991084
ma50_dist,0.014890066
bb_upper_dist,0.01464474
consec_down,0.014564107
bb_pct,0.014287965
cci14_delta,0.0142600965
return_3,0.014166078
ma20_slope,0.013886967
dist_high_5,0.0138544375
ma10_dist,0.013718233
return_2,0.013635923
macd_fast_hist,0.013635849
ma100_slope,0.013633189
atr7,0.013603501
pos_20,0.013461868
bb_width,0.01345311
ema5_dist,0.013419209
volatility_20,0.013362486
body_size,0.01326624
macd_line,0.013252695
ma20_dist,0.013148945
vol_up,0.013084894
macd_fast_delta,0.013079669
dist_ma100,0.012956498
ma50_slope,0.01295306
macd_signal,0.012902168
atr_ratio,0.012824653
bb_squeeze,0.012674539
rsi7,0.012488736
mom_10,0.012392221
rsi14_delta,0.012344325
dist_low_20,0.012265745
return_1,0.012022319
ma100_dist,0.0119968215
pos_10,0.011988951
rsi14,0.011913834
macd_hist_delta,0.011832033
stoch_k,0.011703035
pos_5,0.011688635
mom_3,0.011684249
upper_wick,0.011659199
dist_high_20,0.011562092
cci14,0.011517006
volume_ratio5,0.011355728
ma5_slope,0.011289845
hl_range,0.011281532
day_of_week,0.011216918
bb_lower_dist,0.011182053
close_pos,0.011149159
volume_zscore,0.011131546
dist_low_5,0.011118874
stoch_delta,0.011097004
return_5,0.011064564
return_10,0.011049718
pos_50,0.0109308865
ma10_slope,0.010885313
range_atr,0.010858747
ema10_dist,0.010824553
ma5_dist,0.010650745
volume_delta,0.010643234
open_pos,0.01053918
rsi14_norm,0.010491481
volatility_5,0.010456871
ema20_dist,0.010444334
stoch_d,0.010274437
lower_wick,0.010059408
mom_5,0.009816039
volume_ratio10,0.0095806755
vol_expand,0.0092047695
roc5,0.008902607
macd_cross_down,0.00452115
is_bullish,0.0014219426
gap,0.0
above_ma100,0.0
rsi_os,0.0
rsi_ob,0.0
stoch_os,0.0
stoch_ob,0.0
