feature,importance
day_of_week,10
hour,10
volatility_20,7
bb_width,6
ma100_slope,5
atr7,5
macd_hist_delta,4
range_atr,4
ma50_dist,4
stoch_d,4
dist_high_20,3
volatility_10,3
rsi14,3
volatility_5,3
atr14,3
atr_ratio,3
ma10_slope,3
rsi7,2
lower_wick,2
upper_wick,2
return_5,2
ma5_slope,2
volume_ratio5,2
dist_low_5,2
macd_line,2
ema20_dist,2
cci14,2
pos_50,2
dist_high_5,2
cci14_delta,2
macd_fast_hist,2
bb_upper_dist,2
rsi14_norm,2
ma100_dist,1
return_10,1
hl_range,1
ma10_dist,1
return_2,1
minute,1
stoch_k,1
stoch_delta,1
macd_fast_delta,1
pos_20,1
volume_zscore,1
mom_5,1
volume_delta,1
macd_hist,1
ema10_dist,1
bb_pct,1
bb_lower_dist,1
ma20_slope,1
macd_signal,1
body_size,0
return_1,0
ma5_dist,0
consec_down,0
ma20_dist,0
is_bullish,0
gap,0
open_pos,0
close_pos,0
consec_up,0
return_3,0
above_ma100,0
ma50_slope,0
rsi_ob,0
dist_ma100,0
ema5_dist,0
macd_cross_down,0
macd_cross_up,0
bb_squeeze,0
rsi14_delta,0
rsi_os,0
pos_5,0
volume_ratio10,0
vol_expand,0
pos_10,0
vol_up,0
dist_low_20,0
stoch_os,0
stoch_ob,0
williams_r,0
roc5,0
mom_10,0
mom_3,0
roc10,0
