direction,entry_time,exit_time,entry_price,exit_price,prob,sl_hit,pnl,pnl_pct,capital
short,2026-03-22 08:30:00+00:00,2026-03-22 08:36:00+00:00,0.03945,0.03967,0.5401,False,-75.7668,-0.7577,9924.23
long,2026-03-23 15:03:00+00:00,2026-03-23 15:06:00+00:00,0.04198,0.04192,0.8059,False,-34.0327,-0.3429,9890.2
long,2026-03-23 15:42:00+00:00,2026-03-23 15:45:00+00:00,0.04179,0.04189,0.7042,False,3.886,0.0393,9894.09
long,2026-03-24 02:27:00+00:00,2026-03-24 02:30:00+00:00,0.04236,0.04293,0.8443,False,113.3476,1.1456,10007.43
long,2026-03-24 02:36:00+00:00,2026-03-24 02:39:00+00:00,0.04293,0.0426,0.5555,False,-96.9413,-0.9687,9910.49
short,2026-03-24 09:15:00+00:00,2026-03-24 09:18:00+00:00,0.04282,0.04287,0.5505,False,-31.3933,-0.3168,9879.1
long,2026-03-24 09:42:00+00:00,2026-03-24 09:45:00+00:00,0.04387,0.04402,0.5209,False,14.0203,0.1419,9893.12
long,2026-03-24 09:51:00+00:00,2026-03-24 09:54:00+00:00,0.04412,0.04745,0.7232,False,726.9066,7.3476,10620.03
long,2026-03-24 15:36:00+00:00,2026-03-24 15:39:00+00:00,0.06072,0.06082,0.5526,False,-3.7499,-0.0353,10616.28
long,2026-03-24 15:48:00+00:00,2026-03-24 15:51:00+00:00,0.06061,0.06033,0.8628,False,-70.2766,-0.662,10546.0
short,2026-03-24 16:00:00+00:00,2026-03-24 16:03:00+00:00,0.06017,0.06058,0.5338,False,-92.9527,-0.8814,10453.05
short,2026-03-24 18:36:00+00:00,2026-03-24 18:39:00+00:00,0.05685,0.05704,0.571,False,-55.8415,-0.5342,10397.21
short,2026-03-24 18:54:00+00:00,2026-03-24 18:57:00+00:00,0.0581,0.0592,0.7011,False,-217.6434,-2.0933,10179.56
long,2026-03-24 21:36:00+00:00,2026-03-24 21:39:00+00:00,0.0592,0.05943,0.6536,False,19.1899,0.1885,10198.75
long,2026-03-24 22:06:00+00:00,2026-03-24 22:09:00+00:00,0.05943,0.05912,0.6645,False,-73.5964,-0.7216,10125.16
long,2026-03-24 22:18:00+00:00,2026-03-24 22:21:00+00:00,0.05931,0.05993,0.6366,False,85.5935,0.8454,10210.75
long,2026-03-25 00:24:00+00:00,2026-03-25 00:27:00+00:00,0.0598,0.06294,0.5988,False,515.7282,5.0508,10726.48
long,2026-03-25 01:27:00+00:00,2026-03-25 01:30:00+00:00,0.06474,0.06552,0.678,False,107.7817,1.0048,10834.26
long,2026-03-25 03:33:00+00:00,2026-03-25 03:36:00+00:00,0.06514,0.06569,0.6746,False,69.809,0.6443,10904.07
long,2026-03-25 03:57:00+00:00,2026-03-25 04:00:00+00:00,0.06451,0.06346,0.6941,False,-199.2887,-1.8277,10704.78
short,2026-03-25 05:27:00+00:00,2026-03-25 05:30:00+00:00,0.06533,0.06466,0.5414,False,88.3746,0.8256,10793.15
short,2026-03-25 06:15:00+00:00,2026-03-25 06:18:00+00:00,0.06412,0.06434,0.6733,False,-58.6183,-0.5431,10734.54
short,2026-03-25 07:33:00+00:00,2026-03-25 07:36:00+00:00,0.06293,0.06235,0.7919,False,77.4667,0.7217,10812.0
short,2026-03-25 07:42:00+00:00,2026-03-25 07:45:00+00:00,0.06266,0.06267,0.7004,False,-23.3495,-0.216,10788.65
short,2026-03-25 07:51:00+00:00,2026-03-25 07:54:00+00:00,0.06259,0.06324,0.5823,False,-133.618,-1.2385,10655.04
long,2026-03-25 09:09:00+00:00,2026-03-25 09:12:00+00:00,0.06576,0.06564,0.6925,False,-40.7536,-0.3825,10614.28
long,2026-03-25 10:06:00+00:00,2026-03-25 10:09:00+00:00,0.06569,0.06548,0.6251,False,-55.1607,-0.5197,10559.12
short,2026-03-25 12:45:00+00:00,2026-03-25 12:48:00+00:00,0.06279,0.0629,0.7558,False,-39.6165,-0.3752,10519.5
short,2026-03-25 14:06:00+00:00,2026-03-25 14:09:00+00:00,0.06175,0.06163,0.7019,False,-0.5962,-0.0057,10518.91
short,2026-03-25 14:21:00+00:00,2026-03-25 14:24:00+00:00,0.06152,0.06149,0.7065,False,-15.9083,-0.1512,10503.0
short,2026-03-25 16:24:00+00:00,2026-03-25 16:27:00+00:00,0.06028,0.05998,0.5223,False,31.2651,0.2977,10534.26
short,2026-03-25 18:21:00+00:00,2026-03-25 18:24:00+00:00,0.05886,0.05928,0.5424,False,-96.2366,-0.9136,10438.03
short,2026-03-25 19:09:00+00:00,2026-03-25 19:12:00+00:00,0.05789,0.05779,0.6175,False,-2.8453,-0.0273,10435.18
