feature,importance
atr7,0.03933281
atr14,0.021756554
ma20_dist,0.015199475
bb_pct,0.015088838
hl_range,0.014937094
hour,0.014846155
volatility_20,0.014797393
rsi14_norm,0.014188685
roc5,0.014172742
rsi7,0.013333492
mom_3,0.013268469
volume_zscore,0.013252504
day_of_week,0.013160324
ema20_dist,0.013113482
ema5_dist,0.013058437
pos_20,0.013054109
williams_r,0.013050247
minute,0.012940213
ma10_dist,0.012932669
ma100_dist,0.012862173
return_5,0.012847036
pos_10,0.0123983575
ma5_dist,0.012345545
macd_fast_hist,0.012330528
rsi14_delta,0.012281059
ma10_slope,0.012200319
cci14,0.01213642
body_size,0.012124348
dist_high_20,0.012100392
pos_50,0.012012986
volatility_5,0.011941258
stoch_delta,0.011919809
rsi14,0.011907334
return_2,0.011891405
open_pos,0.011832815
return_3,0.011822159
ma50_slope,0.011752002
lower_wick,0.011716809
macd_signal,0.011702411
return_10,0.011693411
macd_line,0.011688081
volume_ratio10,0.0116747795
ema10_dist,0.011662902
dist_high_5,0.011610819
cci14_delta,0.011548032
bb_upper_dist,0.011529509
ma20_slope,0.011481316
bb_lower_dist,0.011471897
return_1,0.011437982
volatility_10,0.011396414
volume_delta,0.011373171
upper_wick,0.011342885
dist_low_5,0.011337987
close_pos,0.011315504
bb_width,0.011279789
vol_up,0.011273089
macd_hist_delta,0.011259291
range_atr,0.011245532
mom_5,0.011236109
ma5_slope,0.011211461
pos_5,0.011173701
macd_hist,0.0110917045
atr_ratio,0.011031257
macd_fast_delta,0.010977727
ma100_slope,0.010895311
roc10,0.010893631
vol_expand,0.010780754
stoch_k,0.010748901
volume_ratio5,0.010709734
dist_low_20,0.010628065
ma50_dist,0.01061125
mom_10,0.010442242
stoch_d,0.010433196
rsi_os,0.010361459
consec_down,0.009955606
dist_ma100,0.009884982
bb_squeeze,0.00985368
consec_up,0.009595929
macd_cross_down,0.009023222
above_ma100,0.008479087
rsi_ob,0.0077798204
macd_cross_up,0.006970027
is_bullish,0.0
gap,0.0
stoch_os,0.0
stoch_ob,0.0
