feature,importance
day_of_week,6
atr14,5
volume_zscore,5
bb_lower_dist,4
body_size,4
lower_wick,4
stoch_k,4
atr_ratio,4
dist_low_20,4
dist_high_5,4
cci14_delta,4
stoch_d,3
volume_delta,3
volume_ratio10,3
close_pos,3
ma100_dist,3
macd_hist_delta,2
atr7,2
hl_range,2
macd_fast_hist,2
open_pos,2
ma5_slope,2
hour,2
stoch_delta,2
dist_high_20,2
pos_10,2
pos_5,2
bb_width,2
ma20_slope,2
bb_upper_dist,1
rsi14_delta,1
rsi14_norm,1
rsi14,1
return_2,1
ma10_dist,1
upper_wick,1
ma50_dist,1
vol_up,1
dist_low_5,1
pos_50,1
pos_20,1
ma100_slope,1
ema10_dist,1
macd_signal,1
ema5_dist,1
dist_ma100,1
return_1,0
return_3,0
return_5,0
ma20_dist,0
gap,0
is_bullish,0
consec_up,0
return_10,0
ma10_slope,0
consec_down,0
ma5_dist,0
bb_pct,0
rsi_os,0
rsi7,0
rsi_ob,0
bb_squeeze,0
ema20_dist,0
above_ma100,0
ma50_slope,0
macd_line,0
macd_hist,0
macd_cross_up,0
macd_cross_down,0
macd_fast_delta,0
volatility_5,0
range_atr,0
volatility_20,0
volatility_10,0
volume_ratio5,0
vol_expand,0
stoch_ob,0
stoch_os,0
cci14,0
williams_r,0
mom_3,0
mom_5,0
roc5,0
mom_10,0
roc10,0
minute,0
