direction,entry_time,exit_time,entry_price,exit_price,prob,sl_hit,pnl,pnl_pct,capital
short,2026-03-26 09:15:00+00:00,2026-03-26 09:15:00+00:00,0.002106,0.002107,0.7527,False,-24.7483,-0.2475,9975.25
short,2026-03-26 15:00:00+00:00,2026-03-26 15:00:00+00:00,0.002088,0.002072,0.7393,False,56.4882,0.5663,10031.74
short,2026-03-26 16:00:00+00:00,2026-03-26 16:00:00+00:00,0.002063,0.002063,0.7511,False,-20.0635,-0.2,10011.68
short,2026-03-27 00:15:00+00:00,2026-03-27 00:15:00+00:00,0.001894,0.001909,0.7859,False,-99.3133,-0.992,9912.36
short,2026-03-27 00:45:00+00:00,2026-03-27 00:45:00+00:00,0.001913,0.001927,0.7833,False,-92.3669,-0.9318,9820.0
short,2026-03-27 02:00:00+00:00,2026-03-27 02:00:00+00:00,0.001919,0.001917,0.8102,False,-9.4055,-0.0958,9810.59
short,2026-03-27 11:00:00+00:00,2026-03-27 11:00:00+00:00,0.001759,0.001748,0.7534,False,41.7299,0.4254,9852.32
short,2026-03-27 13:45:00+00:00,2026-03-27 13:45:00+00:00,0.001803,0.001806,0.71,False,-36.0979,-0.3664,9816.22
short,2026-03-27 14:15:00+00:00,2026-03-27 14:15:00+00:00,0.001837,0.001819,0.7947,False,76.5526,0.7799,9892.78
short,2026-03-27 14:45:00+00:00,2026-03-27 14:45:00+00:00,0.001854,0.001848,0.6883,False,12.2299,0.1236,9905.01
short,2026-03-27 15:15:00+00:00,2026-03-27 15:15:00+00:00,0.001853,0.001846,0.6497,False,17.6077,0.1778,9922.61
short,2026-03-27 17:15:00+00:00,2026-03-27 17:15:00+00:00,0.001871,0.001862,0.7948,False,27.8851,0.281,9950.5
short,2026-03-28 01:45:00+00:00,2026-03-28 01:45:00+00:00,0.001806,0.001835,0.8573,False,-179.682,-1.8058,9770.82
