feature,importance
volatility_5,7
atr14,7
volatility_20,7
hour,7
close_pos,6
rsi14,6
ma100_slope,5
atr7,5
macd_hist,4
open_pos,4
ma100_dist,4
pos_10,3
stoch_d,3
volume_ratio10,3
dist_high_20,3
bb_width,3
vol_up,3
ma20_slope,3
lower_wick,3
ma5_slope,2
return_1,2
return_2,2
pos_50,2
macd_hist_delta,2
ema5_dist,2
ma50_slope,2
cci14,2
cci14_delta,2
stoch_delta,2
macd_signal,2
return_3,2
body_size,2
hl_range,2
ma10_slope,2
ma50_dist,2
return_10,1
return_5,1
ma10_dist,1
pos_5,1
mom_10,1
dist_low_20,1
dist_low_5,1
mom_3,1
day_of_week,1
volume_delta,1
rsi14_delta,1
atr_ratio,1
bb_squeeze,1
bb_lower_dist,1
rsi14_norm,1
macd_fast_hist,1
macd_line,1
rsi7,1
ema20_dist,1
dist_high_5,1
volume_zscore,1
volume_ratio5,1
volatility_10,1
is_bullish,0
upper_wick,0
gap,0
consec_up,0
ma5_dist,0
consec_down,0
ma20_dist,0
above_ma100,0
ema10_dist,0
dist_ma100,0
macd_cross_down,0
macd_fast_delta,0
range_atr,0
bb_pct,0
rsi_os,0
bb_upper_dist,0
rsi_ob,0
macd_cross_up,0
pos_20,0
vol_expand,0
stoch_os,0
williams_r,0
stoch_k,0
stoch_ob,0
roc5,0
mom_5,0
roc10,0
minute,0
