feature,importance
day_of_week,5
ma20_slope,5
hour,5
atr14,4
ma10_slope,4
dist_low_5,3
volatility_10,3
macd_hist,3
ma50_slope,2
macd_hist_delta,2
atr7,2
range_atr,2
bb_pct,2
bb_width,2
ma100_slope,2
bb_lower_dist,2
macd_fast_hist,2
hl_range,2
close_pos,2
ma50_dist,2
ma100_dist,2
volatility_20,2
pos_50,2
volume_ratio10,2
return_1,1
atr_ratio,1
volume_ratio5,1
vol_up,1
pos_20,1
dist_high_20,1
volume_zscore,1
bb_upper_dist,1
stoch_d,1
cci14,1
return_3,1
return_10,1
ma5_dist,1
return_2,1
rsi14_norm,1
volatility_5,1
macd_signal,1
ma20_dist,0
ma5_slope,0
consec_down,0
ma10_dist,0
consec_up,0
upper_wick,0
lower_wick,0
return_5,0
body_size,0
is_bullish,0
gap,0
open_pos,0
macd_fast_delta,0
bb_squeeze,0
rsi7,0
rsi_os,0
rsi14,0
rsi14_delta,0
rsi_ob,0
macd_cross_down,0
above_ma100,0
ema20_dist,0
ema10_dist,0
ema5_dist,0
dist_ma100,0
macd_line,0
macd_cross_up,0
volume_delta,0
vol_expand,0
dist_high_5,0
dist_low_20,0
pos_10,0
pos_5,0
stoch_ob,0
stoch_os,0
stoch_delta,0
stoch_k,0
cci14_delta,0
williams_r,0
mom_3,0
mom_5,0
roc5,0
mom_10,0
roc10,0
minute,0
