direction,entry_time,exit_time,entry_price,exit_price,prob,pnl,pnl_pct,capital
long,2026-03-22 18:00:00+00:00,2026-03-22 18:15:00+00:00,2.78967,3.1255,0.5622,1183.8341,11.8383,11183.83
long,2026-03-22 18:15:00+00:00,2026-03-22 18:30:00+00:00,2.60168,3.16267,0.5858,2389.1584,21.3626,13572.99
long,2026-03-22 19:00:00+00:00,2026-03-22 19:15:00+00:00,2.61519,2.36993,0.5242,-1300.0601,-9.5783,12272.93
long,2026-03-22 19:45:00+00:00,2026-03-22 20:00:00+00:00,1.97777,2.04734,0.5478,407.1666,3.3176,12680.1
long,2026-03-22 20:15:00+00:00,2026-03-22 20:30:00+00:00,2.04734,2.28241,0.55,1430.5342,11.2817,14110.63
long,2026-03-23 00:30:00+00:00,2026-03-23 00:45:00+00:00,2.19771,2.32131,0.5413,765.3658,5.424,14876.0
long,2026-03-23 00:45:00+00:00,2026-03-23 01:00:00+00:00,2.20432,2.3934,0.5424,1246.2669,8.3777,16122.27
long,2026-03-23 01:45:00+00:00,2026-03-23 02:00:00+00:00,2.51454,2.57921,0.5613,382.3947,2.3718,16504.66
long,2026-03-23 02:30:00+00:00,2026-03-23 02:45:00+00:00,2.47259,2.51789,0.642,269.3704,1.6321,16774.03
long,2026-03-23 03:00:00+00:00,2026-03-23 03:15:00+00:00,2.51789,2.57705,0.6406,360.5723,2.1496,17134.6
long,2026-03-23 03:30:00+00:00,2026-03-23 03:45:00+00:00,2.57705,2.3794,0.6107,-1348.4286,-7.8696,15786.17
long,2026-03-23 03:45:00+00:00,2026-03-23 04:00:00+00:00,2.41034,2.4967,0.5796,534.03,3.3829,16320.2
long,2026-03-23 04:00:00+00:00,2026-03-23 04:15:00+00:00,2.3794,2.56609,0.5907,1247.8585,7.6461,17568.06
long,2026-03-23 04:15:00+00:00,2026-03-23 04:30:00+00:00,2.4967,2.64077,0.5735,978.6144,5.5704,18546.68
long,2026-03-23 05:00:00+00:00,2026-03-23 05:15:00+00:00,2.56424,2.67842,0.5786,788.7496,4.2528,19335.43
long,2026-03-23 05:30:00+00:00,2026-03-23 05:45:00+00:00,2.67842,2.73861,0.5823,395.8388,2.0472,19731.27
long,2026-03-23 05:45:00+00:00,2026-03-23 06:00:00+00:00,2.72396,2.72207,0.5873,-53.1529,-0.2694,19678.11
long,2026-03-23 06:30:00+00:00,2026-03-23 06:45:00+00:00,2.78612,2.6744,0.586,-828.4245,-4.2099,18849.69
long,2026-03-23 06:45:00+00:00,2026-03-23 07:00:00+00:00,2.68908,2.72576,0.6421,219.417,1.164,19069.11
