feature,importance
atr14,10
macd_signal,8
volatility_10,7
atr7,7
day_of_week,7
hour,7
ma50_slope,5
ma100_slope,5
close_pos,5
return_2,4
ma20_slope,4
macd_hist,4
bb_lower_dist,4
bb_width,4
volatility_5,3
rsi7,3
macd_fast_hist,3
cci14,3
ma20_dist,2
ma10_slope,2
pos_10,2
pos_5,2
macd_line,2
ema20_dist,2
volatility_20,2
dist_low_20,2
minute,2
pos_20,1
williams_r,1
dist_high_20,1
bb_pct,1
rsi14_norm,1
rsi14_delta,1
rsi14,1
mom_3,1
stoch_d,1
macd_fast_delta,1
ma5_dist,1
return_10,1
ma50_dist,1
volume_zscore,1
pos_50,1
dist_low_5,1
ema5_dist,1
open_pos,0
gap,0
lower_wick,0
is_bullish,0
upper_wick,0
body_size,0
return_1,0
return_3,0
return_5,0
consec_up,0
ma5_slope,0
ma100_dist,0
consec_down,0
ma10_dist,0
hl_range,0
atr_ratio,0
bb_squeeze,0
bb_upper_dist,0
ema10_dist,0
macd_hist_delta,0
above_ma100,0
dist_ma100,0
rsi_os,0
rsi_ob,0
macd_cross_down,0
macd_cross_up,0
range_atr,0
volume_ratio10,0
dist_high_5,0
vol_expand,0
volume_ratio5,0
vol_up,0
volume_delta,0
stoch_k,0
cci14_delta,0
stoch_os,0
stoch_delta,0
stoch_ob,0
roc5,0
mom_10,0
mom_5,0
roc10,0
