feature,importance
above_ma100,0.0262568
dist_high_5,0.022093032
roc10,0.017270854
mom_5,0.017034892
dist_high_20,0.016476357
macd_cross_up,0.015870817
pos_10,0.015391718
return_10,0.0153774135
ema10_dist,0.0152628785
rsi14,0.0151734175
ma50_slope,0.014915903
bb_pct,0.014852403
ma20_slope,0.014561083
macd_signal,0.014362373
volatility_10,0.014332197
volume_delta,0.014250295
williams_r,0.014210703
bb_lower_dist,0.014186198
ma50_dist,0.014164525
bb_width,0.0140185
pos_5,0.013968283
rsi14_delta,0.013947069
atr14,0.0139461495
volatility_5,0.013684264
pos_50,0.013555662
ma10_slope,0.013520762
mom_10,0.013427045
macd_cross_down,0.013422438
pos_20,0.013236727
ma100_slope,0.013156951
stoch_d,0.013085926
hour,0.013000521
mom_3,0.012963736
vol_up,0.012861259
return_1,0.012762045
consec_up,0.012758949
ma10_dist,0.012685799
volatility_20,0.012638954
range_atr,0.012557326
bb_upper_dist,0.012447702
volume_ratio5,0.012435768
roc5,0.012388802
ma100_dist,0.012341109
rsi7,0.012148058
ma5_dist,0.012106622
dist_ma100,0.01204347
close_pos,0.012004298
dist_low_5,0.01195161
volume_zscore,0.011928673
macd_hist_delta,0.0117961755
return_5,0.011626906
atr7,0.011528838
return_3,0.011412784
lower_wick,0.011341296
cci14,0.01131254
atr_ratio,0.011266641
macd_hist,0.01094616
hl_range,0.010800543
ema20_dist,0.010766481
consec_down,0.010724763
macd_fast_hist,0.010687814
ma5_slope,0.0106504895
macd_line,0.010636086
day_of_week,0.010527309
ema5_dist,0.010447142
minute,0.010434108
cci14_delta,0.010385179
body_size,0.010350142
stoch_delta,0.01031446
stoch_k,0.01029494
return_2,0.010030008
volume_ratio10,0.009981577
rsi14_norm,0.009362753
ma20_dist,0.009222942
dist_low_20,0.008700677
macd_fast_delta,0.008698638
open_pos,0.008166619
upper_wick,0.008099298
bb_squeeze,0.005945165
vol_expand,0.0005031687
is_bullish,0.0
gap,0.0
rsi_os,0.0
rsi_ob,0.0
stoch_os,0.0
stoch_ob,0.0
