direction,entry_time,exit_time,entry_price,exit_price,prob,sl_hit,pnl,pnl_pct,capital
long,2026-03-18 03:03:00+00:00,2026-03-18 03:06:00+00:00,0.00723,0.0072,0.6637,False,-61.4938,-0.6149,9938.51
short,2026-03-18 11:39:00+00:00,2026-03-18 11:42:00+00:00,0.00681,0.00686,0.6752,False,-92.847,-0.9342,9845.66
long,2026-03-18 21:27:00+00:00,2026-03-18 21:33:00+00:00,0.00676,0.00677,0.7251,False,-5.1267,-0.0521,9840.53
long,2026-03-19 13:45:00+00:00,2026-03-19 13:48:00+00:00,0.00659,0.00663,0.6111,False,40.049,0.407,9880.58
long,2026-03-19 14:03:00+00:00,2026-03-19 14:06:00+00:00,0.00665,0.00664,0.6531,False,-34.6192,-0.3504,9845.96
long,2026-03-19 14:21:00+00:00,2026-03-19 14:24:00+00:00,0.00672,0.00675,0.6142,False,24.2633,0.2464,9870.23
long,2026-03-19 14:45:00+00:00,2026-03-19 14:48:00+00:00,0.00684,0.0069,0.8947,False,66.8405,0.6772,9937.07
long,2026-03-19 14:57:00+00:00,2026-03-19 15:00:00+00:00,0.00693,0.00689,0.6633,False,-77.2309,-0.7772,9859.84
long,2026-03-19 15:06:00+00:00,2026-03-19 15:09:00+00:00,0.0069,0.00691,0.7644,False,-5.4301,-0.0551,9854.41
long,2026-03-19 15:21:00+00:00,2026-03-19 15:24:00+00:00,0.00689,0.00695,0.7604,False,66.106,0.6708,9920.51
long,2026-03-19 16:06:00+00:00,2026-03-19 16:09:00+00:00,0.00719,0.00715,0.6664,False,-75.0316,-0.7563,9845.48
long,2026-03-19 16:36:00+00:00,2026-03-19 16:39:00+00:00,0.00713,0.00712,0.746,False,-33.4995,-0.3403,9811.98
long,2026-03-19 16:45:00+00:00,2026-03-19 16:48:00+00:00,0.00711,0.00708,0.7312,False,-61.0247,-0.6219,9750.96
long,2026-03-19 16:54:00+00:00,2026-03-19 16:57:00+00:00,0.0071,0.00716,0.6167,False,62.9005,0.6451,9813.86
long,2026-03-19 17:42:00+00:00,2026-03-19 17:45:00+00:00,0.00736,0.00738,0.7693,False,7.0404,0.0717,9820.9
long,2026-03-19 18:03:00+00:00,2026-03-19 18:06:00+00:00,0.00726,0.00729,0.6337,False,20.9404,0.2132,9841.84
long,2026-03-19 18:12:00+00:00,2026-03-19 18:15:00+00:00,0.00717,0.00718,0.9001,False,-5.9573,-0.0605,9835.88
long,2026-03-19 18:30:00+00:00,2026-03-19 18:33:00+00:00,0.00717,0.00711,0.7196,False,-101.9804,-1.0368,9733.9
long,2026-03-20 02:00:00+00:00,2026-03-20 02:03:00+00:00,0.00768,0.00774,0.6026,False,56.5783,0.5813,9790.48
long,2026-03-20 02:09:00+00:00,2026-03-20 02:12:00+00:00,0.00774,0.00764,0.611,False,-146.0729,-1.492,9644.4
long,2026-03-20 02:18:00+00:00,2026-03-20 02:21:00+00:00,0.00763,0.00761,0.7497,False,-44.569,-0.4621,9599.84
long,2026-03-20 03:03:00+00:00,2026-03-20 03:06:00+00:00,0.0078,0.00785,0.6929,False,42.3377,0.441,9642.17
long,2026-03-20 03:30:00+00:00,2026-03-20 03:33:00+00:00,0.00771,0.00766,0.6507,False,-81.8147,-0.8485,9560.36
short,2026-03-20 05:03:00+00:00,2026-03-20 05:06:00+00:00,0.00752,0.0075,0.6476,False,6.3058,0.066,9566.66
short,2026-03-20 05:21:00+00:00,2026-03-20 05:24:00+00:00,0.0075,0.0075,0.6481,False,-19.1333,-0.2,9547.53
long,2026-03-20 08:33:00+00:00,2026-03-20 08:36:00+00:00,0.0077,0.00772,0.8216,False,5.7037,0.0597,9553.23
long,2026-03-20 08:54:00+00:00,2026-03-20 08:57:00+00:00,0.00766,0.00761,0.6077,False,-81.4644,-0.8527,9471.77
long,2026-03-20 09:42:00+00:00,2026-03-20 09:45:00+00:00,0.00762,0.00763,0.6227,False,-6.5134,-0.0688,9465.26
