feature,importance
volatility_20,0.022744115
ma50_slope,0.021162506
vol_expand,0.019829603
volatility_10,0.019537285
mom_10,0.01931989
consec_down,0.01825982
rsi7,0.018243926
bb_width,0.017571915
pos_5,0.017219482
ma100_dist,0.016961569
stoch_k,0.016871016
macd_cross_down,0.016453365
ema10_dist,0.016415045
pos_20,0.016363239
ma5_dist,0.015724987
ma10_slope,0.015613506
ma20_dist,0.015587564
dist_high_5,0.014840973
minute,0.014759023
williams_r,0.014483411
macd_line,0.014175037
dist_high_20,0.014031925
rsi14_norm,0.01395583
bb_pct,0.013683372
lower_wick,0.0135083115
macd_hist,0.013466513
day_of_week,0.013377881
macd_signal,0.013204258
close_pos,0.013169081
ema5_dist,0.0129204355
volume_ratio5,0.012892337
ma100_slope,0.012838324
return_10,0.012800438
atr14,0.012731357
dist_ma100,0.01271921
volatility_5,0.0125651555
vol_up,0.012466188
ma20_slope,0.012430728
upper_wick,0.012351357
macd_fast_hist,0.01229524
stoch_d,0.012275064
ma5_slope,0.012262733
ma50_dist,0.012209238
bb_lower_dist,0.012108266
hour,0.012049626
cci14,0.011995888
ma10_dist,0.011876419
bb_upper_dist,0.011858698
pos_10,0.01165333
return_3,0.011475133
atr7,0.011303774
macd_hist_delta,0.010985861
volume_zscore,0.0109462915
volume_delta,0.0107987495
return_2,0.010659871
dist_low_5,0.010596577
macd_fast_delta,0.010557189
range_atr,0.010484022
roc5,0.010316857
rsi14_delta,0.010304219
rsi14,0.010176659
bb_squeeze,0.010114556
cci14_delta,0.010102766
stoch_delta,0.009983922
volume_ratio10,0.009929301
mom_5,0.009897408
atr_ratio,0.009768972
hl_range,0.009699647
return_5,0.009481161
pos_50,0.009408285
consec_up,0.009232952
return_1,0.008732021
body_size,0.008373417
dist_low_20,0.008182161
open_pos,0.0077136643
ema20_dist,0.007622473
roc10,0.006060206
mom_3,0.005074076
macd_cross_up,0.0041832486
gap,0.0
is_bullish,0.0
above_ma100,0.0
rsi_os,0.0
rsi_ob,0.0
stoch_os,0.0
stoch_ob,0.0
