feature,importance
atr14,0.06024573
bb_width,0.023786189
atr7,0.021861142
mom_5,0.020579545
ma100_slope,0.02021871
volatility_20,0.018117813
ma100_dist,0.01719441
dist_high_5,0.016578546
dist_ma100,0.016283242
macd_hist_delta,0.015998887
lower_wick,0.015819672
ema5_dist,0.014560717
ema10_dist,0.014476259
mom_10,0.01427929
rsi7,0.013827524
ma50_dist,0.0135355145
ema20_dist,0.013496824
dist_low_5,0.013449005
pos_10,0.013436148
return_5,0.013358156
minute,0.012774103
return_1,0.012673751
ma10_slope,0.012342001
bb_upper_dist,0.012313933
bb_lower_dist,0.012307607
ma20_dist,0.012223664
dist_high_20,0.012210189
bb_pct,0.012198596
cci14_delta,0.012133344
above_ma100,0.012108854
volatility_10,0.012068852
rsi14_delta,0.012039513
stoch_k,0.012013255
stoch_delta,0.011900966
pos_50,0.011884443
day_of_week,0.011880406
macd_fast_delta,0.011879851
rsi14,0.011766706
ma5_slope,0.011719518
stoch_d,0.011703005
volatility_5,0.011605945
dist_low_20,0.011565421
vol_up,0.011369072
close_pos,0.011274452
volume_zscore,0.0112440325
volume_delta,0.011175567
ma20_slope,0.011117861
return_10,0.011113356
ma50_slope,0.010868181
hour,0.010805394
cci14,0.010803583
macd_hist,0.010795331
pos_20,0.010783755
body_size,0.010756954
macd_signal,0.010754247
return_3,0.010727367
ma10_dist,0.010655203
ma5_dist,0.010605035
macd_fast_hist,0.010573513
macd_cross_down,0.0104127275
atr_ratio,0.010359886
macd_line,0.010358358
volume_ratio5,0.010222958
return_2,0.010014479
williams_r,0.009822081
upper_wick,0.009548986
volume_ratio10,0.009524285
macd_cross_up,0.00948653
consec_down,0.009152252
hl_range,0.009053221
pos_5,0.00868692
range_atr,0.007929627
mom_3,0.007885065
consec_up,0.007860564
bb_squeeze,0.007275712
vol_expand,0.0066000903
rsi14_norm,0.0065923613
open_pos,0.005775736
roc5,0.0051836264
stoch_ob,0.0033351576
roc10,0.0030791515
gap,0.0
is_bullish,0.0
rsi_ob,0.0
rsi_os,0.0
stoch_os,0.0
