feature,importance
atr14,7
ma100_slope,6
volatility_20,5
macd_hist,5
close_pos,4
bb_width,4
volatility_5,4
macd_hist_delta,4
atr_ratio,3
vol_up,3
stoch_d,3
minute,3
pos_50,3
stoch_k,3
macd_signal,3
macd_fast_delta,2
bb_pct,2
hl_range,2
ma100_dist,2
ma50_dist,2
stoch_delta,2
volume_zscore,2
hour,2
cci14,2
mom_5,1
day_of_week,1
volume_ratio10,1
dist_high_5,1
pos_20,1
volatility_10,1
bb_lower_dist,1
atr7,1
ma5_slope,1
ma10_dist,1
return_10,1
ma20_dist,1
ma5_dist,1
ma10_slope,1
return_3,1
return_5,1
cci14_delta,1
williams_r,1
dist_high_20,1
dist_low_5,1
range_atr,1
rsi14_delta,1
macd_fast_hist,1
ma20_slope,1
rsi7,1
bb_upper_dist,1
ema10_dist,1
ema20_dist,1
return_2,0
return_1,0
consec_down,0
gap,0
lower_wick,0
upper_wick,0
is_bullish,0
consec_up,0
open_pos,0
body_size,0
dist_ma100,0
ema5_dist,0
ma50_slope,0
above_ma100,0
rsi14_norm,0
macd_line,0
macd_cross_down,0
macd_cross_up,0
bb_squeeze,0
rsi14,0
rsi_os,0
rsi_ob,0
volume_ratio5,0
vol_expand,0
pos_10,0
volume_delta,0
dist_low_20,0
pos_5,0
stoch_os,0
stoch_ob,0
roc5,0
mom_10,0
mom_3,0
roc10,0
