direction,entry_time,exit_time,entry_price,exit_price,prob,pnl,pnl_pct,capital
long,2026-03-17 16:45:00+00:00,2026-03-17 16:45:00+00:00,0.73689,0.72873,0.5706,-130.7357,-1.3074,9869.26
long,2026-03-17 17:00:00+00:00,2026-03-17 17:00:00+00:00,0.72873,0.72521,0.5935,-67.4102,-0.683,9801.85
long,2026-03-17 17:30:00+00:00,2026-03-17 17:30:00+00:00,0.72387,0.72914,0.562,51.7569,0.528,9853.61
long,2026-03-17 18:15:00+00:00,2026-03-17 18:15:00+00:00,0.7209,0.72451,0.5564,29.636,0.3008,9883.25
long,2026-03-17 19:00:00+00:00,2026-03-17 19:00:00+00:00,0.70665,0.73967,0.5828,442.0531,4.4728,10325.3
long,2026-03-18 01:00:00+00:00,2026-03-18 01:00:00+00:00,0.73,0.74609,0.5742,206.9303,2.0041,10532.23
long,2026-03-18 02:15:00+00:00,2026-03-18 02:15:00+00:00,0.75686,0.77883,0.5864,284.6633,2.7028,10816.89
long,2026-03-18 03:00:00+00:00,2026-03-18 03:00:00+00:00,0.76034,0.76034,0.5505,-21.6338,-0.2,10795.26
long,2026-03-18 04:00:00+00:00,2026-03-18 04:00:00+00:00,0.82787,0.80691,0.5629,-294.9047,-2.7318,10500.36
long,2026-03-18 04:15:00+00:00,2026-03-18 04:15:00+00:00,0.80691,0.81224,0.5967,48.3588,0.4605,10548.71
long,2026-03-18 07:45:00+00:00,2026-03-18 07:45:00+00:00,0.86785,0.87477,0.5573,63.0151,0.5974,10611.73
long,2026-03-18 12:15:00+00:00,2026-03-18 12:15:00+00:00,0.88222,0.89602,0.6019,144.769,1.3642,10756.5
long,2026-03-18 13:45:00+00:00,2026-03-18 13:45:00+00:00,0.86657,0.86111,0.5577,-89.2865,-0.8301,10667.21
long,2026-03-18 16:15:00+00:00,2026-03-18 16:15:00+00:00,0.88562,0.88913,0.6337,20.9432,0.1963,10688.15
long,2026-03-18 23:45:00+00:00,2026-03-18 23:45:00+00:00,0.88969,0.88294,0.5891,-102.4664,-0.9587,10585.69
long,2026-03-19 00:00:00+00:00,2026-03-19 00:00:00+00:00,0.88294,0.8853,0.5707,7.123,0.0673,10592.81
long,2026-03-19 00:15:00+00:00,2026-03-19 00:15:00+00:00,0.8853,0.87629,0.6257,-128.9923,-1.2177,10463.82
long,2026-03-19 03:45:00+00:00,2026-03-19 03:45:00+00:00,0.89058,0.89291,0.5645,6.4486,0.0616,10470.27
long,2026-03-19 07:15:00+00:00,2026-03-19 07:15:00+00:00,0.90294,0.904,0.6218,-8.649,-0.0826,10461.62
long,2026-03-19 08:00:00+00:00,2026-03-19 08:00:00+00:00,0.89211,0.89662,0.5907,31.9647,0.3055,10493.58
short,2026-03-19 08:45:00+00:00,2026-03-19 08:45:00+00:00,0.87429,0.88023,0.5567,-92.2815,-0.8794,10401.3
short,2026-03-19 09:15:00+00:00,2026-03-19 09:15:00+00:00,0.86576,0.85049,0.5933,162.6523,1.5638,10563.95
short,2026-03-19 11:00:00+00:00,2026-03-19 11:00:00+00:00,0.82183,0.80784,0.6214,158.7021,1.5023,10722.66
short,2026-03-19 11:30:00+00:00,2026-03-19 11:30:00+00:00,0.82858,0.84246,0.6882,-201.0664,-1.8752,10521.59
short,2026-03-19 11:45:00+00:00,2026-03-19 11:45:00+00:00,0.84246,0.84066,0.5828,1.4372,0.0137,10523.03
short,2026-03-19 12:15:00+00:00,2026-03-19 12:15:00+00:00,0.84793,0.85563,0.6204,-116.605,-1.1081,10406.42
short,2026-03-19 13:45:00+00:00,2026-03-19 13:45:00+00:00,0.82709,0.82853,0.558,-38.9309,-0.3741,10367.49
short,2026-03-19 15:15:00+00:00,2026-03-19 15:15:00+00:00,0.82017,0.82119,0.6541,-33.6285,-0.3244,10333.86
short,2026-03-19 16:00:00+00:00,2026-03-19 16:00:00+00:00,0.82212,0.83238,0.5941,-149.6336,-1.448,10184.23
short,2026-03-19 16:45:00+00:00,2026-03-19 16:45:00+00:00,0.83143,0.82571,0.572,49.6961,0.488,10233.93
short,2026-03-19 21:15:00+00:00,2026-03-19 21:15:00+00:00,0.79035,0.79689,0.5684,-105.1517,-1.0275,10128.77
short,2026-03-19 21:30:00+00:00,2026-03-19 21:30:00+00:00,0.79689,0.79628,0.625,-12.5042,-0.1235,10116.27
short,2026-03-19 22:15:00+00:00,2026-03-19 22:15:00+00:00,0.825,0.8184,0.7081,60.6976,0.6,10176.97
short,2026-03-19 23:00:00+00:00,2026-03-19 23:00:00+00:00,0.79579,0.80379,0.6063,-122.662,-1.2053,10054.3
short,2026-03-19 23:15:00+00:00,2026-03-19 23:15:00+00:00,0.80379,0.79245,0.5863,121.7392,1.2108,10176.04
short,2026-03-19 23:45:00+00:00,2026-03-19 23:45:00+00:00,0.79329,0.7888,0.5557,37.244,0.366,10213.29
short,2026-03-20 00:45:00+00:00,2026-03-20 00:45:00+00:00,0.7995,0.8025,0.5748,-58.7504,-0.5752,10154.54
short,2026-03-20 01:00:00+00:00,2026-03-20 01:00:00+00:00,0.8025,0.8024,0.6376,-19.0437,-0.1875,10135.49
short,2026-03-20 01:30:00+00:00,2026-03-20 01:30:00+00:00,0.815,0.8157,0.6258,-28.9763,-0.2859,10106.52
long,2026-03-20 02:30:00+00:00,2026-03-20 02:30:00+00:00,0.86652,0.89352,0.5706,294.6972,2.9159,10401.21
long,2026-03-20 03:00:00+00:00,2026-03-20 03:00:00+00:00,0.86239,0.89947,0.5594,426.4164,4.0997,10827.63
long,2026-03-20 03:15:00+00:00,2026-03-20 03:15:00+00:00,0.89947,0.89377,0.5647,-90.2707,-0.8337,10737.36
long,2026-03-20 13:45:00+00:00,2026-03-20 13:45:00+00:00,0.93099,0.92614,0.5811,-77.4111,-0.721,10659.95
