feature,importance
volatility_20,0.024330743
hl_range,0.022625329
bb_upper_dist,0.022397775
atr14,0.022082279
rsi14_norm,0.02148041
body_size,0.01839254
day_of_week,0.018102461
cci14_delta,0.017878097
return_2,0.01773719
return_1,0.017590608
volatility_5,0.017390557
ma10_slope,0.017248355
macd_line,0.01724408
dist_low_20,0.017096177
macd_hist_delta,0.016851135
ma20_dist,0.01682049
macd_hist,0.016662799
mom_5,0.016661793
volume_ratio5,0.016128292
ma100_dist,0.015575532
ma5_slope,0.015009875
bb_width,0.014975705
pos_5,0.014881694
return_3,0.014683491
ema20_dist,0.014637741
ma10_dist,0.014619916
stoch_k,0.014520749
dist_high_20,0.014289895
atr_ratio,0.014051655
volume_delta,0.013955716
ma100_slope,0.013865686
ema5_dist,0.01368216
macd_fast_delta,0.0136788385
macd_fast_hist,0.013617741
ma50_slope,0.013441028
return_5,0.013190687
ema10_dist,0.013078968
dist_high_5,0.013046186
range_atr,0.01289056
dist_low_5,0.012630255
ma20_slope,0.01260286
upper_wick,0.012493338
rsi14,0.012342426
ma50_dist,0.012313355
atr7,0.012230415
lower_wick,0.012113193
volume_zscore,0.012028726
stoch_d,0.011936095
ma5_dist,0.011807504
pos_50,0.011742331
close_pos,0.011717062
bb_pct,0.011347658
rsi14_delta,0.011179146
stoch_delta,0.0110563915
volume_ratio10,0.010980164
vol_expand,0.010937847
vol_up,0.010691653
bb_lower_dist,0.010245156
macd_signal,0.010216517
dist_ma100,0.009758227
open_pos,0.009672844
return_10,0.009599633
bb_squeeze,0.009536419
pos_10,0.009517094
minute,0.009482397
pos_20,0.0093082795
hour,0.0089112045
volatility_10,0.00841168
williams_r,0.008370349
rsi7,0.008048359
mom_10,0.007959018
roc10,0.007316468
cci14,0.0063374587
mom_3,0.004858348
roc5,0.0038851802
is_bullish,0.0
gap,0.0
consec_up,0.0
consec_down,0.0
rsi_os,0.0
macd_cross_down,0.0
macd_cross_up,0.0
above_ma100,0.0
rsi_ob,0.0
stoch_os,0.0
stoch_ob,0.0
