feature,importance
atr7,0.032615647
volatility_10,0.028980425
bb_width,0.025066469
volatility_20,0.018575221
atr14,0.015993338
ma10_dist,0.015108163
ema5_dist,0.014827794
ma5_dist,0.014263921
ema10_dist,0.013993512
hl_range,0.013952142
dist_low_5,0.01382519
mom_5,0.01364991
rsi14_norm,0.013398552
macd_hist_delta,0.01336484
ma10_slope,0.013361075
dist_high_20,0.01308555
hour,0.012754264
mom_3,0.012685894
close_pos,0.012650037
cci14,0.0126398755
consec_up,0.012617429
lower_wick,0.012580473
pos_50,0.012500211
rsi7,0.01247639
volume_zscore,0.01244974
dist_low_20,0.012398112
rsi14,0.012390312
vol_expand,0.012389055
return_3,0.012379399
ema20_dist,0.012363298
volatility_5,0.012266576
ma50_slope,0.012194746
upper_wick,0.012137328
return_5,0.012128697
return_2,0.012113083
macd_hist,0.012088535
open_pos,0.0120720975
volume_delta,0.012040791
stoch_k,0.012013243
minute,0.011987305
day_of_week,0.011985931
ma100_slope,0.0119766155
atr_ratio,0.011944146
macd_fast_delta,0.011924972
ma100_dist,0.0118546
return_1,0.011843676
pos_20,0.01179945
pos_5,0.011759202
bb_upper_dist,0.011755541
body_size,0.011744315
volume_ratio5,0.0117126545
stoch_d,0.0116801625
dist_ma100,0.0116451
ma5_slope,0.011545923
range_atr,0.011538582
volume_ratio10,0.0114777265
vol_up,0.011434662
bb_pct,0.011411713
ma20_slope,0.0113332
consec_down,0.01131469
dist_high_5,0.011308011
return_10,0.011172001
ma50_dist,0.0111510735
macd_line,0.011100276
rsi14_delta,0.010975289
roc5,0.010882233
ma20_dist,0.010767717
macd_fast_hist,0.010612359
macd_signal,0.010510455
mom_10,0.01046808
bb_lower_dist,0.01044046
stoch_delta,0.010349294
pos_10,0.010327523
cci14_delta,0.010207593
williams_r,0.009724612
bb_squeeze,0.009470532
macd_cross_up,0.0079608755
macd_cross_down,0.0070994073
is_bullish,0.0065101907
roc10,0.004900557
rsi_ob,0.0
stoch_ob,0.0
stoch_os,0.0
above_ma100,0.0
gap,0.0
rsi_os,0.0
