feature,importance
hour,9
ma5_slope,7
volume_zscore,7
macd_hist_delta,6
vol_up,6
volatility_20,6
cci14_delta,6
dist_high_20,6
ma20_slope,5
ma100_slope,5
minute,5
atr14,5
stoch_delta,4
close_pos,4
ma100_dist,4
macd_hist,3
bb_width,3
rsi14,3
dist_low_20,3
volatility_10,3
return_10,2
ma10_slope,2
return_3,2
volume_ratio5,2
pos_10,2
pos_20,2
cci14,2
day_of_week,2
stoch_d,2
macd_line,2
bb_lower_dist,2
macd_signal,2
atr7,2
consec_down,1
return_2,1
return_1,1
return_5,1
body_size,1
stoch_k,1
vol_expand,1
pos_50,1
dist_high_5,1
pos_5,1
ma50_dist,1
ma20_dist,1
ma5_dist,1
consec_up,1
open_pos,1
lower_wick,1
ema20_dist,1
macd_fast_delta,1
macd_fast_hist,1
ma50_slope,1
ema5_dist,1
rsi7,1
volatility_5,1
bb_pct,1
rsi14_norm,1
atr_ratio,1
williams_r,1
range_atr,1
hl_range,0
ma10_dist,0
is_bullish,0
upper_wick,0
gap,0
ema10_dist,0
above_ma100,0
macd_cross_down,0
macd_cross_up,0
bb_squeeze,0
rsi_ob,0
rsi_os,0
bb_upper_dist,0
rsi14_delta,0
dist_ma100,0
volume_delta,0
volume_ratio10,0
dist_low_5,0
stoch_ob,0
stoch_os,0
mom_3,0
roc5,0
mom_10,0
mom_5,0
roc10,0
