timestamp,open,high,low,close,volume
1770924600000,21.3023,21.4415,20.453,20.6832,11658.43
1770926400000,20.6832,20.9165,20.1257,20.2476,8903.31
1770928200000,20.2476,22.1313,20.1678,22.0073,14286.01
1770930000000,22.0073,22.24,21.6325,21.8965,14176.13
1770931800000,21.8965,22.0297,21.4595,21.7616,9901.52
1770933600000,21.7616,22.0631,21.5238,22.0133,7721.2
1770935400000,22.0133,24.2799,21.9116,23.7751,13899.82
1770937200000,23.7751,23.8623,22.2095,22.2513,15450.53
1770939000000,22.2513,22.5611,21.7431,22.2709,14651.74
1770940800000,22.2709,22.9952,21.7239,22.7496,15011.68
1770942600000,22.7496,22.8279,20.4,21.6488,25933.29
1770944400000,21.6488,21.94,21.2,21.7333,12612.1
1770946200000,21.7333,22.4345,21.58,22.0068,13702.65
1770948000000,22.0068,22.1069,21.2157,21.239,12823.37
1770949800000,21.239,21.5223,20.8299,21.0457,10877.27
1770951600000,21.0457,21.2436,20.75,21.1216,11539.7
1770953400000,21.1216,21.6,21.0342,21.2359,13453.08
1770955200000,21.2359,21.4679,20.7611,21.0901,12495.03
1770957000000,21.0901,21.3309,20.4029,20.9951,16541.78
1770958800000,20.9951,21.0505,20.1373,20.34,9286.53
1770960600000,20.34,20.4546,19.7226,19.9015,7555.07
1770962400000,19.9015,20.3064,19.744,19.9547,8330.79
1770964200000,19.9547,20.7843,19.9547,20.7084,6063.13
1770966000000,20.7084,20.9091,20.2,20.2874,7058.84
1770967800000,20.2874,20.7155,20.2509,20.5804,5032.05
1770969600000,20.5804,20.6536,19.9513,20.0525,6209.57
1770971400000,20.0525,20.1406,19.3449,19.4596,7258.0
1770973200000,19.4596,19.6667,19.1329,19.6278,6541.11
1770975000000,19.6278,19.8809,19.4127,19.7447,5370.96
1770976800000,19.7447,20.0536,19.5706,19.8874,4335.89
1770978600000,19.8874,20.0047,19.423,19.6037,4632.85
1770980400000,19.6037,20.0133,19.5816,19.7955,5226.75
1770982200000,19.7955,20.1162,19.7531,19.888,4769.59
1770984000000,19.888,20.2363,19.7513,19.946,7590.97
1770985800000,19.946,20.0085,19.226,19.4024,9092.41
1770987600000,19.4024,19.4585,19.0,19.2588,8303.68
1770989400000,19.2588,19.6587,19.1047,19.3963,6740.58
1770991200000,19.3963,19.4448,18.7499,18.9785,8883.8
1770993000000,18.9785,19.2,18.75,18.8114,4350.23
1770994800000,18.8114,19.0934,18.6667,19.0934,5018.11
1770996600000,19.0934,19.3155,18.4155,18.6269,6885.52
1770998400000,18.6269,19.0911,18.4135,18.7898,7128.26
1771000200000,18.7898,19.5376,18.7632,19.2833,12866.71
1771002000000,19.2833,19.6684,19.2833,19.3925,6839.18
1771003800000,19.3925,19.5833,18.3175,18.6077,10231.56
1771005600000,18.6077,19.0047,18.4444,18.8881,4396.06
1771007400000,18.8881,19.0683,18.3963,18.4818,5333.49
1771009200000,18.4818,18.82,18.2902,18.413,6170.75
1771011000000,18.413,19.25,18.0,18.6371,7308.58
1771012800000,18.6371,18.6877,17.9524,18.0527,8374.73
1771014600000,18.0527,18.1663,17.8,18.0059,3689.83
1771016400000,18.0059,18.2109,17.9453,18.084,2758.64
1771018200000,18.084,18.5838,18.0593,18.5098,5233.69
1771020000000,18.5098,18.5893,18.1343,18.3877,4499.88
1771021800000,18.3877,18.42,17.94,18.1259,3715.3
1771023600000,18.1259,18.3513,17.85,18.112,4557.34
1771025400000,18.112,18.4601,18.112,18.4601,4131.66
1771027200000,18.4601,18.4979,18.2192,18.3093,7127.25
1771029000000,18.3093,18.5721,18.1247,18.1726,5115.8
1771030800000,18.1726,18.3401,17.8,17.9133,6780.59
1771032600000,17.9133,18.1601,17.2205,17.6069,10863.76
1771034400000,17.6069,17.6541,17.0,17.1366,12125.94
1771036200000,17.1366,17.1607,16.7071,16.8829,10268.73
1771038000000,16.8829,16.9668,16.25,16.5224,18144.66
1771039800000,16.5224,16.8567,16.4061,16.4704,15203.81
1771041600000,16.4704,16.4737,15.4091,15.7258,20479.16
1771043400000,15.7258,15.8,14.27,14.5675,20772.06
1771045200000,14.5675,15.356,13.9087,15.2608,24733.22
1771047000000,15.2608,15.85,15.1503,15.3576,30827.62
1771048800000,15.3576,15.4217,14.5068,14.9338,23883.8
1771050600000,14.9338,15.0137,14.2254,14.5018,14293.65
1771052400000,14.5018,14.9666,14.4636,14.8923,11837.34
1771054200000,14.8923,15.4558,14.8011,14.9719,14901.55
1771056000000,14.9719,14.9911,14.4935,14.6067,15659.42
1771057800000,14.6067,14.7396,14.2,14.5405,13982.94
1771059600000,14.5405,15.0,14.36,14.7762,18861.87
