direction,entry_time,exit_time,entry_price,exit_price,size,pnl,pnl_pct,exit_reason
short,2026-02-23 10:00,2026-03-01 12:45,4.59e-07,5.003100000000001e-07,21764705882.35294,-919.9791,-9.209,stop_loss_9.00pct
long,2026-03-01 12:45,2026-03-04 13:00,4.82e-07,5.302e-07,18798653276.141075,887.0671,9.79,take_profit_10.00pct
long,2026-03-04 18:00,2026-03-07 10:45,5.03e-07,5.533000000000001e-07,19757594338.357304,972.937,9.79,take_profit_10.00pct
long,2026-03-07 18:45,2026-03-08 21:15,5.32e-07,5.852000000000001e-07,20488902243.445442,1067.1194,9.79,take_profit_10.00pct
long,2026-03-09 07:45,2026-03-09 10:30,6.29e-07,6.919000000000001e-07,19006753856.735485,1170.4188,9.79,take_profit_10.00pct
long,2026-03-09 15:30,2026-03-11 01:15,7.08e-07,7.788000000000001e-07,18520538566.85539,1283.7178,9.79,take_profit_10.00pct
long,2026-03-11 11:15,2026-03-11 19:15,8.93e-07,8.1263e-07,16105109563.299723,-1321.837,-9.191,stop_loss_9.00pct
long,2026-03-12 11:45,2026-03-12 21:00,8.09e-07,8.899e-07,16127275402.439312,1277.298,9.79,take_profit_10.00pct
long,2026-03-13 02:00,2026-03-14 13:15,8.85e-07,8.0535e-07,16169423151.07016,-1315.2265,-9.191,stop_loss_9.00pct
short,2026-03-14 15:30,2026-03-15 03:15,8.23e-07,8.970700000000001e-07,15773655209.405409,-1195.4864,-9.209,stop_loss_9.00pct
long,2026-03-15 07:15,2026-03-16 10:45,9.13e-07,1.0043e-06,12896435457.896042,1152.7182,9.79,take_profit_10.00pct
long,2026-03-16 14:15,2026-03-17 06:00,1.019e-06,9.272899999999999e-07,12673441247.170668,-1186.9475,-9.191,stop_loss_9.00pct
short,2026-03-17 15:45,2026-03-20 19:15,9.57e-07,8.612999999999999e-07,12241966408.549435,1149.2966,9.81,take_profit_10.00pct
short,2026-03-20 23:30,2026-03-21 14:45,8.73e-07,9.515700000000001e-07,14721642167.569948,-1183.5401,-9.209,stop_loss_9.00pct
long,2026-03-21 18:30,2026-03-24 06:15,9.43e-07,9.3e-07,12361383952.293081,-183.8509,-1.5772,end_of_data
