direction,entry_time,exit_time,entry_price,exit_price,size,pnl,pnl_pct,exit_reason
long,2026-02-18 00:30,2026-02-18 08:00,1.475,1.4897500000000001,6772.881356,79.8201,0.799,take_profit_1.00pct
short,2026-02-19 04:30,2026-02-19 05:00,1.4222,1.407978,7073.372437,80.5786,0.801,take_profit_1.00pct
short,2026-02-19 08:30,2026-02-19 10:30,1.4226,1.408374,7120.897336,81.1428,0.801,take_profit_1.00pct
short,2026-02-19 15:30,2026-02-23 00:30,1.3883,1.374417,7347.92194,81.711,0.801,take_profit_1.00pct
short,2026-02-23 15:00,2026-02-23 15:30,1.3835,1.369665,7425.043853,82.2831,0.801,take_profit_1.00pct
short,2026-02-24 02:00,2026-02-24 03:00,1.3507,1.337193,7658.60402,82.8593,0.801,take_profit_1.00pct
short,2026-02-24 13:00,2026-02-24 14:30,1.3324,1.319076,7818.153986,83.4394,0.801,take_profit_1.00pct
long,2026-02-26 02:30,2026-02-26 02:30,1.4232,1.437432,7370.606702,83.8139,0.799,take_profit_1.00pct
long,2026-02-26 04:00,2026-02-26 04:30,1.4416,1.456016,7327.33607,84.3991,0.799,take_profit_1.00pct
long,2026-02-26 09:30,2026-02-26 10:00,1.4423,1.456723,7374.914555,84.9883,0.799,take_profit_1.00pct
long,2026-02-26 13:00,2026-02-28 06:30,1.4422,1.312402,7426.921218,-984.4577,-9.191,stop_loss_9.00pct
short,2026-02-28 15:00,2026-03-04 15:00,1.3185,1.437165,7369.678726,-894.8313,-9.209,stop_loss_9.00pct
long,2026-03-05 05:00,2026-03-05 10:30,1.4285,1.4427850000000002,6169.596093,70.418,0.799,take_profit_1.00pct
long,2026-03-05 15:00,2026-03-13 14:00,1.4375,1.451875,6173.775543,70.9097,0.799,take_profit_1.00pct
long,2026-03-15 08:30,2026-03-15 12:30,1.4097,1.423797,6339.480955,71.4048,0.799,take_profit_1.00pct
long,2026-03-15 18:00,2026-03-15 19:30,1.419,1.4127,6341.904788,-57.9124,-0.6435,end_of_data
