direction,entry_time,exit_time,entry_price,exit_price,size,pnl,pnl_pct,exit_reason
short,2026-02-26 01:00,2026-02-27 15:00,0.2126,0.19134,46989.651929,980.019,9.81,take_profit_10.00pct
short,2026-02-28 00:30,2026-02-28 10:30,0.19318,0.173862,56729.728652,1075.0827,9.81,take_profit_10.00pct
short,2026-02-28 19:30,2026-03-01 17:00,0.187,0.19822,64289.291734,-746.0914,-6.206,stop_loss_6.00pct
short,2026-03-02 00:00,2026-03-08 22:30,0.18805,0.169245,59902.845913,1105.07,9.81,take_profit_10.00pct
short,2026-03-08 22:30,2026-03-13 00:30,0.16907,0.17921420000000002,73090.615744,-766.9021,-6.206,stop_loss_6.00pct
long,2026-03-13 12:00,2026-03-13 21:00,0.17805,0.19585500000000003,65031.944649,1133.578,9.79,take_profit_10.00pct
long,2026-03-14 03:00,2026-03-17 12:30,0.18606,0.20466600000000001,68256.493788,1243.3107,9.79,take_profit_10.00pct
long,2026-03-17 20:00,2026-03-18 01:30,0.19911,0.21902100000000002,69957.163662,1363.6658,9.79,take_profit_10.00pct
long,2026-03-18 08:30,2026-03-19 15:30,0.20566,0.1933204,74285.441248,-946.2911,-6.194,stop_loss_6.00pct
short,2026-03-20 02:30,2026-03-20 11:00,0.19294,0.20451640000000001,74204.009165,-888.5082,-6.206,stop_loss_6.00pct
long,2026-03-20 17:00,2026-03-20 22:30,0.20612,0.22673200000000002,65083.373592,1313.327,9.79,take_profit_10.00pct
long,2026-03-21 06:00,2026-03-21 08:30,0.22324,0.2098456,65909.262144,-911.3594,-6.194,stop_loss_6.00pct
long,2026-03-21 09:00,2026-03-21 20:00,0.21817,0.23998700000000003,63200.357902,1349.8865,9.79,take_profit_10.00pct
long,2026-03-22 03:30,2026-03-22 07:30,0.23462,0.25808200000000003,64458.146351,1480.5584,9.79,take_profit_10.00pct
long,2026-03-22 10:00,2026-03-22 11:30,0.24672,0.271392,67230.564771,1623.8795,9.79,take_profit_10.00pct
long,2026-03-22 22:30,2026-03-23 01:00,0.28363,0.26661219999999997,64142.698119,-1126.8616,-6.194,stop_loss_6.00pct
long,2026-03-23 01:00,2026-03-23 05:00,0.27478,0.2582932,62045.51244,-1056.0068,-6.194,stop_loss_6.00pct
long,2026-03-23 08:00,2026-03-23 12:00,0.26675,0.293425,59894.531564,1564.1352,9.79,take_profit_10.00pct
long,2026-03-24 05:30,2026-03-24 06:30,0.33029,0.34249,53054.771575,611.574,3.49,end_of_data
