direction,entry_time,exit_time,entry_price,exit_price,size,pnl,pnl_pct,exit_reason
short,2026-02-17 14:30,2026-02-17 16:00,0.10021,0.1012121,99690.649636,-119.9799,-1.201,stop_loss_1.00pct
short,2026-02-17 18:00,2026-02-17 18:00,0.1003,0.101303,98306.581056,-118.4204,-1.201,stop_loss_1.00pct
short,2026-02-17 21:00,2026-02-18 07:30,0.10056,0.10156559999999999,96777.923108,-116.8812,-1.201,stop_loss_1.00pct
short,2026-02-18 16:30,2026-02-20 16:00,0.10025,0.10125250000000001,95815.378212,-115.362,-1.201,stop_loss_1.00pct
long,2026-02-21 02:00,2026-02-21 17:00,0.10012,0.09911879999999999,94692.764494,-113.6729,-1.199,stop_loss_1.00pct
short,2026-02-22 23:30,2026-02-23 09:30,0.09541,0.0963641,98077.766962,-112.3848,-1.201,stop_loss_1.00pct
short,2026-02-24 02:00,2026-02-25 01:00,0.09281,0.0937381,99514.812605,-110.924,-1.201,stop_loss_1.00pct
long,2026-02-26 03:00,2026-02-26 05:00,0.10139,0.1003761,89909.465582,-109.2999,-1.199,stop_loss_1.00pct
long,2026-02-26 09:30,2026-02-26 10:30,0.09988,0.0988812,90084.243143,-107.8814,-1.199,stop_loss_1.00pct
long,2026-02-26 13:30,2026-02-26 14:30,0.09943,0.0984357,89317.540763,-106.4813,-1.199,stop_loss_1.00pct
short,2026-02-28 01:30,2026-02-28 20:30,0.09342,0.0943542,93829.880194,-105.2747,-1.201,stop_loss_1.00pct
short,2026-03-01 23:00,2026-03-01 23:00,0.09185,0.0927685,94193.275888,-103.9063,-1.201,stop_loss_1.00pct
short,2026-03-02 02:30,2026-03-02 14:30,0.09289,0.0938189,91928.068673,-102.5558,-1.201,stop_loss_1.00pct
short,2026-03-03 15:00,2026-03-03 15:30,0.08938,0.0902738,94296.328988,-101.2228,-1.201,stop_loss_1.00pct
short,2026-03-03 17:00,2026-03-04 08:30,0.09087,0.0917787,91544.58181,-99.9071,-1.201,stop_loss_1.00pct
long,2026-03-05 04:30,2026-03-05 05:00,0.09719,0.0962181,84479.168018,-98.4443,-1.199,stop_loss_1.00pct
long,2026-03-05 07:00,2026-03-05 07:30,0.09649,0.0955251,83987.708517,-97.1666,-1.199,stop_loss_1.00pct
long,2026-03-05 10:30,2026-03-05 11:30,0.09722,0.0962478,82275.257553,-95.9056,-1.199,stop_loss_1.00pct
short,2026-03-06 12:00,2026-03-08 22:00,0.09309,0.0865737,84810.312879,537.4121,6.807,take_profit_7.00pct
short,2026-03-08 22:30,2026-03-09 00:00,0.08897,0.0898597,94683.283455,-101.1719,-1.201,stop_loss_1.00pct
short,2026-03-09 02:00,2026-03-09 03:00,0.08938,0.0902738,93023.909473,-99.8569,-1.201,stop_loss_1.00pct
long,2026-03-10 07:30,2026-03-10 14:30,0.09208,0.0985256,89122.562331,557.4611,6.793,take_profit_7.00pct
long,2026-03-10 20:00,2026-03-11 01:00,0.09477,0.0938223,92382.640087,-104.9737,-1.199,stop_loss_1.00pct
long,2026-03-12 17:00,2026-03-12 19:00,0.0947,0.093753,91251.098092,-103.6113,-1.199,stop_loss_1.00pct
long,2026-03-12 19:30,2026-03-13 12:30,0.0944,0.101008,90353.069794,579.3974,6.793,take_profit_7.00pct
long,2026-03-15 08:30,2026-03-15 13:30,0.09619,0.0952281,94600.461939,-109.1044,-1.199,stop_loss_1.00pct
