direction,entry_time,exit_time,entry_price,exit_price,size,pnl,pnl_pct,exit_reason
short,2026-02-23 08:30,2026-02-25 18:45,167.6,184.36,59.606205,-1019.979,-10.21,stop_loss_10.00pct
long,2026-02-26 01:15,2026-03-02 16:30,182.3,195.06100000000004,49.155518,608.7242,6.793,take_profit_7.00pct
long,2026-03-02 18:00,2026-03-10 02:45,187.2,200.304,51.069473,649.4248,6.793,take_profit_7.00pct
long,2026-03-10 06:00,2026-03-12 10:30,197.5,211.32500000000002,51.642636,692.8466,6.793,take_profit_7.00pct
long,2026-03-12 14:45,2026-03-13 00:30,207.7,222.239,52.389865,739.1718,6.793,take_profit_7.00pct
long,2026-03-13 16:45,2026-03-15 00:30,236.7,253.269,49.044893,788.5944,6.793,take_profit_7.00pct
long,2026-03-15 08:15,2026-03-15 18:15,262.5,280.875,47.181421,841.3214,6.793,take_profit_7.00pct
long,2026-03-15 20:15,2026-03-19 07:15,284.5,256.05,46.443648,-1346.4269,-10.19,stop_loss_10.00pct
short,2026-03-19 14:15,2026-03-19 22:30,246.0,270.6,48.190749,-1210.3878,-10.21,stop_loss_10.00pct
long,2026-03-20 10:30,2026-03-24 03:00,288.5,308.695,36.859244,722.3603,6.793,take_profit_7.00pct
