timestamp,open,high,low,close,volume,datetime
1772035200000,0.36827,0.37158,0.36667,0.37121,556040.0,2026-02-25 16:00:00+00:00
1772037000000,0.37121,0.39769,0.3542,0.36266,5991370.0,2026-02-25 16:30:00+00:00
1772038800000,0.36266,0.36361,0.31274,0.34533,6752780.0,2026-02-25 17:00:00+00:00
1772040600000,0.34533,0.36673,0.3439,0.35508,3506020.0,2026-02-25 17:30:00+00:00
1772042400000,0.35508,0.35638,0.34695,0.35213,646600.0,2026-02-25 18:00:00+00:00
1772044200000,0.35213,0.35259,0.33256,0.34322,982810.0,2026-02-25 18:30:00+00:00
1772046000000,0.34322,0.34679,0.32752,0.33107,765040.0,2026-02-25 19:00:00+00:00
1772047800000,0.33107,0.33324,0.31755,0.32279,506390.0,2026-02-25 19:30:00+00:00
1772049600000,0.32279,0.33124,0.31411,0.32197,754650.0,2026-02-25 20:00:00+00:00
1772051400000,0.32197,0.32237,0.31111,0.31444,578550.0,2026-02-25 20:30:00+00:00
1772053200000,0.31444,0.33807,0.30844,0.3282,964530.0,2026-02-25 21:00:00+00:00
1772055000000,0.3282,0.33775,0.32585,0.335,891990.0,2026-02-25 21:30:00+00:00
1772056800000,0.335,0.33706,0.3282,0.33464,321560.0,2026-02-25 22:00:00+00:00
1772058600000,0.33464,0.35491,0.33091,0.3527,1353350.0,2026-02-25 22:30:00+00:00
1772060400000,0.3527,0.36115,0.34737,0.354,988600.0,2026-02-25 23:00:00+00:00
1772062200000,0.354,0.35519,0.34755,0.3512,235850.0,2026-02-25 23:30:00+00:00
1772064000000,0.3512,0.35983,0.34617,0.35547,446700.0,2026-02-26 00:00:00+00:00
1772065800000,0.35547,0.36062,0.35211,0.35336,362360.0,2026-02-26 00:30:00+00:00
1772067600000,0.35336,0.36287,0.35045,0.35384,450260.0,2026-02-26 01:00:00+00:00
1772069400000,0.35384,0.36,0.35376,0.3575,160960.0,2026-02-26 01:30:00+00:00
1772071200000,0.3575,0.36,0.35372,0.35554,279500.0,2026-02-26 02:00:00+00:00
1772073000000,0.35554,0.36558,0.354,0.35999,385100.0,2026-02-26 02:30:00+00:00
1772074800000,0.35999,0.38,0.35999,0.36876,896560.0,2026-02-26 03:00:00+00:00
1772076600000,0.36876,0.379,0.36726,0.37605,561670.0,2026-02-26 03:30:00+00:00
1772078400000,0.37605,0.39562,0.37437,0.38,1551880.0,2026-02-26 04:00:00+00:00
1772080200000,0.38,0.40124,0.38,0.39655,1492390.0,2026-02-26 04:30:00+00:00
1772082000000,0.39655,0.39836,0.39025,0.39632,945180.0,2026-02-26 05:00:00+00:00
1772083800000,0.39632,0.41,0.38146,0.38975,3747720.0,2026-02-26 05:30:00+00:00
1772085600000,0.38975,0.39913,0.38474,0.39362,694790.0,2026-02-26 06:00:00+00:00
1772087400000,0.39362,0.39665,0.38893,0.39528,304580.0,2026-02-26 06:30:00+00:00
1772089200000,0.39528,0.44915,0.39507,0.4355,4080930.0,2026-02-26 07:00:00+00:00
1772091000000,0.4355,0.45553,0.42475,0.43126,4250720.0,2026-02-26 07:30:00+00:00
1772092800000,0.43126,0.62967,0.4268,0.51394,9547600.0,2026-02-26 08:00:00+00:00
1772094600000,0.51394,0.51481,0.33343,0.40908,12758850.0,2026-02-26 08:30:00+00:00
1772096400000,0.40908,0.47,0.38704,0.45098,5337490.0,2026-02-26 09:00:00+00:00
1772098200000,0.45098,0.50468,0.44893,0.49738,2578840.0,2026-02-26 09:30:00+00:00
1772100000000,0.49738,0.52938,0.47161,0.51134,6131750.0,2026-02-26 10:00:00+00:00
1772101800000,0.51134,0.5258,0.48526,0.50943,3075380.0,2026-02-26 10:30:00+00:00
1772103600000,0.50943,0.54886,0.50853,0.5214,4504390.0,2026-02-26 11:00:00+00:00
1772105400000,0.5214,0.55555,0.51361,0.54032,2310590.0,2026-02-26 11:30:00+00:00
1772107200000,0.54032,0.55426,0.52431,0.54,3070010.0,2026-02-26 12:00:00+00:00
1772109000000,0.54,0.5484,0.519,0.53954,1697930.0,2026-02-26 12:30:00+00:00
1772110800000,0.53954,0.55199,0.40616,0.46438,11754040.0,2026-02-26 13:00:00+00:00
1772112600000,0.46438,0.49205,0.39187,0.40733,6467700.0,2026-02-26 13:30:00+00:00
1772114400000,0.40733,0.42511,0.3416,0.35013,6135940.0,2026-02-26 14:00:00+00:00
1772116200000,0.35013,0.3768,0.30367,0.36067,8770140.0,2026-02-26 14:30:00+00:00
1772118000000,0.36067,0.36137,0.32259,0.335,4089240.0,2026-02-26 15:00:00+00:00
1772119800000,0.335,0.35333,0.32356,0.35045,3016280.0,2026-02-26 15:30:00+00:00
