timestamp,open,high,low,close,volume,datetime
1774107960000,0.86768,0.873,0.84621,0.87227,349160.0,2026-03-21 15:46:00+00:00
1774108020000,0.87227,0.88467,0.87049,0.88186,86390.0,2026-03-21 15:47:00+00:00
1774108080000,0.88186,0.9015,0.88086,0.89,113190.0,2026-03-21 15:48:00+00:00
1774108140000,0.89,0.90702,0.88999,0.90441,209980.0,2026-03-21 15:49:00+00:00
1774108200000,0.90441,0.91168,0.90103,0.91052,176840.0,2026-03-21 15:50:00+00:00
1774108260000,0.91052,0.93847,0.907,0.91681,325430.0,2026-03-21 15:51:00+00:00
1774108320000,0.91681,0.91681,0.91142,0.91281,49870.0,2026-03-21 15:52:00+00:00
1774108380000,0.91281,0.91669,0.90746,0.9096,100190.0,2026-03-21 15:53:00+00:00
1774108440000,0.9096,0.9147,0.90933,0.9135,27070.0,2026-03-21 15:54:00+00:00
1774108500000,0.9135,0.91479,0.90756,0.91479,25690.0,2026-03-21 15:55:00+00:00
1774108560000,0.91479,0.91507,0.91162,0.9121,7950.0,2026-03-21 15:56:00+00:00
1774108620000,0.9121,0.91789,0.91005,0.91751,31160.0,2026-03-21 15:57:00+00:00
1774108680000,0.91751,0.925,0.91312,0.92401,101340.0,2026-03-21 15:58:00+00:00
1774108740000,0.92401,0.94879,0.92342,0.93278,432010.0,2026-03-21 15:59:00+00:00
1774108800000,0.93278,0.93867,0.928,0.9372,92160.0,2026-03-21 16:00:00+00:00
1774108860000,0.9372,0.9541,0.93323,0.93498,142640.0,2026-03-21 16:01:00+00:00
1774108920000,0.93498,0.93676,0.93011,0.9349,50980.0,2026-03-21 16:02:00+00:00
1774108980000,0.9349,0.9461,0.93252,0.94394,229840.0,2026-03-21 16:03:00+00:00
1774109040000,0.94394,0.94743,0.938,0.93859,134000.0,2026-03-21 16:04:00+00:00
1774109100000,0.93859,0.942,0.93526,0.9393,36640.0,2026-03-21 16:05:00+00:00
1774109160000,0.9393,0.947,0.93813,0.94033,76080.0,2026-03-21 16:06:00+00:00
1774109220000,0.94033,0.94111,0.93628,0.93888,48650.0,2026-03-21 16:07:00+00:00
1774109280000,0.93888,0.93888,0.93489,0.93602,34510.0,2026-03-21 16:08:00+00:00
1774109340000,0.93602,0.93844,0.93328,0.9369,36250.0,2026-03-21 16:09:00+00:00
1774109400000,0.9369,0.93917,0.93275,0.938,7330.0,2026-03-21 16:10:00+00:00
1774109460000,0.938,0.93985,0.93386,0.93386,11410.0,2026-03-21 16:11:00+00:00
1774109520000,0.93386,0.93584,0.93141,0.93365,22320.0,2026-03-21 16:12:00+00:00
1774109580000,0.93365,0.93608,0.93201,0.93326,12880.0,2026-03-21 16:13:00+00:00
1774109640000,0.93326,0.93326,0.931,0.93294,14140.0,2026-03-21 16:14:00+00:00
1774109700000,0.93294,0.93557,0.92873,0.93472,46090.0,2026-03-21 16:15:00+00:00
1774109760000,0.93472,0.93577,0.93219,0.93454,3450.0,2026-03-21 16:16:00+00:00
1774109820000,0.93454,0.93689,0.932,0.9355,18460.0,2026-03-21 16:17:00+00:00
1774109880000,0.9355,0.93985,0.93216,0.93231,14500.0,2026-03-21 16:18:00+00:00
1774109940000,0.93231,0.93278,0.92867,0.93146,52590.0,2026-03-21 16:19:00+00:00
1774110000000,0.93146,0.93362,0.93015,0.93087,2220.0,2026-03-21 16:20:00+00:00
1774110060000,0.93087,0.94592,0.93087,0.94238,62890.0,2026-03-21 16:21:00+00:00
1774110120000,0.94238,0.94239,0.93543,0.93622,33120.0,2026-03-21 16:22:00+00:00
1774110180000,0.93622,0.93816,0.93015,0.93287,34210.0,2026-03-21 16:23:00+00:00
1774110240000,0.93287,0.93648,0.93287,0.93648,11250.0,2026-03-21 16:24:00+00:00
1774110300000,0.93648,0.93648,0.92925,0.93015,14990.0,2026-03-21 16:25:00+00:00
1774110360000,0.93015,0.93571,0.92338,0.93169,65400.0,2026-03-21 16:26:00+00:00
1774110420000,0.93169,0.93313,0.93019,0.93238,30070.0,2026-03-21 16:27:00+00:00
1774110480000,0.93238,0.93238,0.92787,0.92922,8890.0,2026-03-21 16:28:00+00:00
1774110540000,0.92922,0.93014,0.92856,0.92915,13070.0,2026-03-21 16:29:00+00:00
1774110600000,0.92915,0.931,0.92811,0.92998,9520.0,2026-03-21 16:30:00+00:00
1774110660000,0.92998,0.9346,0.92948,0.93029,9450.0,2026-03-21 16:31:00+00:00
1774110720000,0.93029,0.93253,0.92867,0.93251,13340.0,2026-03-21 16:32:00+00:00
1774110780000,0.93251,0.93363,0.92819,0.9318,29770.0,2026-03-21 16:33:00+00:00
1774110840000,0.9318,0.93224,0.92786,0.92949,10090.0,2026-03-21 16:34:00+00:00
1774110900000,0.92949,0.93295,0.92949,0.93153,14960.0,2026-03-21 16:35:00+00:00
1774110960000,0.93153,0.93194,0.93032,0.93115,3590.0,2026-03-21 16:36:00+00:00
1774111020000,0.93115,0.9323,0.92887,0.92977,9680.0,2026-03-21 16:37:00+00:00
1774111080000,0.92977,0.93172,0.92977,0.93071,2390.0,2026-03-21 16:38:00+00:00
1774111140000,0.93071,0.9333,0.93056,0.93177,25690.0,2026-03-21 16:39:00+00:00
1774111200000,0.93177,0.93199,0.9293,0.92956,2960.0,2026-03-21 16:40:00+00:00
1774111260000,0.92956,0.93168,0.92956,0.93042,3740.0,2026-03-21 16:41:00+00:00
1774111320000,0.93042,0.93309,0.92847,0.93182,69280.0,2026-03-21 16:42:00+00:00
1774111380000,0.93182,0.93356,0.93132,0.93284,3330.0,2026-03-21 16:43:00+00:00
1774111440000,0.93284,0.9335,0.93076,0.93281,10570.0,2026-03-21 16:44:00+00:00
