direction,entry_time,exit_time,entry_price,exit_price,size,pnl,pnl_pct,exit_reason
long,2026-02-23 10:15,2026-02-23 16:30,0.28699,0.30133950000000004,34809.575247,479.0205,4.795,take_profit_5.00pct
long,2026-02-23 16:30,2026-02-23 16:45,0.29619,0.31099950000000004,35310.278806,501.4875,4.795,take_profit_5.00pct
long,2026-02-23 20:30,2026-02-24 04:45,0.29534,0.310107,37072.794013,525.0083,4.795,take_profit_5.00pct
long,2026-02-24 06:30,2026-02-24 14:00,0.29637,0.31118850000000003,38676.698835,549.6323,4.795,take_profit_5.00pct
long,2026-02-24 23:15,2026-02-25 01:15,0.32071,0.33674550000000003,37417.7085,575.4112,4.795,take_profit_5.00pct
long,2026-02-25 12:15,2026-02-25 17:00,0.37407,0.39277350000000005,33584.807215,602.3992,4.795,take_profit_5.00pct
long,2026-02-26 09:15,2026-02-26 09:45,0.44795,0.47034750000000003,29361.095027,630.6529,4.795,take_profit_5.00pct
short,2026-02-26 23:45,2026-02-27 00:45,0.33396,0.317262,41230.004994,661.6087,4.805,take_profit_5.00pct
short,2026-02-27 03:15,2026-02-27 03:45,0.34393,0.3267335,41916.524943,692.7056,4.805,take_profit_5.00pct
short,2026-02-27 03:45,2026-02-27 05:30,0.33227,0.365497,45426.752356,-1541.092,-10.21,stop_loss_10.00pct
short,2026-02-27 17:15,2026-02-27 20:30,0.3478,0.38258000000000003,38928.413344,-1382.3628,-10.21,stop_loss_10.00pct
short,2026-02-28 07:15,2026-02-28 09:15,0.32099,0.3049405,37835.391978,583.5568,4.805,take_profit_5.00pct
short,2026-02-28 09:15,2026-02-28 09:45,0.30175,0.2866625,42139.55569,610.9851,4.805,take_profit_5.00pct
short,2026-02-28 16:00,2026-02-28 22:45,0.29829,0.2833755,44631.967008,639.7026,4.805,take_profit_5.00pct
short,2026-03-01 00:00,2026-03-01 00:45,0.28761,0.27322949999999996,48465.001437,669.7699,4.805,take_profit_5.00pct
short,2026-03-01 02:45,2026-03-01 03:15,0.28512,0.270864,51186.097574,701.2504,4.805,take_profit_5.00pct
short,2026-03-01 16:15,2026-03-01 19:15,0.25107,0.27617700000000006,60860.059208,-1560.1018,-10.21,stop_loss_10.00pct
short,2026-03-01 22:30,2026-03-02 02:00,0.2538,0.24111000000000002,54004.386296,658.5884,4.805,take_profit_5.00pct
short,2026-03-02 03:45,2026-03-02 04:30,0.2397,0.22771499999999997,59868.738806,689.5433,4.805,take_profit_5.00pct
long,2026-03-02 20:30,2026-03-02 22:15,0.41266,0.43329300000000004,36410.2164,720.4507,4.795,take_profit_5.00pct
long,2026-03-03 00:30,2026-03-03 01:45,0.42855,0.44997750000000003,36704.573731,754.2413,4.795,take_profit_5.00pct
long,2026-03-03 02:45,2026-03-03 03:15,0.4326,0.45423,38066.348503,789.6167,4.795,take_profit_5.00pct
long,2026-03-03 22:45,2026-03-04 05:00,0.40194,0.42203700000000005,42891.630545,826.6514,4.795,take_profit_5.00pct
long,2026-03-04 09:00,2026-03-04 09:30,0.43037,0.387333,41937.046844,-1839.1367,-10.19,stop_loss_10.00pct
short,2026-03-05 01:30,2026-03-05 04:45,0.36241,0.39865100000000003,44681.716305,-1653.3156,-10.21,stop_loss_10.00pct
long,2026-03-05 07:15,2026-03-05 08:30,0.3911,0.41065500000000005,37139.466705,696.4855,4.795,take_profit_5.00pct
long,2026-03-05 15:30,2026-03-07 02:00,0.49655,0.446895,30624.326283,-1549.5433,-10.19,stop_loss_10.00pct
