direction,entry_time,exit_time,entry_price,exit_price,size,pnl,pnl_pct,exit_reason
short,2026-02-23 08:45,2026-02-25 15:30,0.00779,0.008179500000000001,1282413.350449,-519.9795,-5.205,stop_loss_5.00pct
long,2026-02-25 21:30,2026-02-26 16:45,0.00832,0.007904,1137085.394171,-491.4756,-5.195,stop_loss_5.00pct
long,2026-02-27 06:45,2026-02-27 13:45,0.00855,0.0081225,1047965.591486,-465.4775,-5.195,stop_loss_5.00pct
short,2026-02-27 22:45,2026-02-28 07:00,0.00804,0.007236,1055489.263957,832.4897,9.81,take_profit_10.00pct
short,2026-02-28 13:00,2026-02-28 14:45,0.00725,0.0076125,1284042.037661,-484.5493,-5.205,stop_loss_5.00pct
short,2026-02-28 15:00,2026-03-01 01:45,0.00742,0.007791000000000001,1188130.822661,-458.8692,-5.205,stop_loss_5.00pct
short,2026-03-01 14:30,2026-03-01 16:00,0.00748,0.007854,1116136.958487,-434.5501,-5.205,stop_loss_5.00pct
long,2026-03-02 00:30,2026-03-02 16:30,0.00847,0.009317,933440.404782,774.0209,9.79,take_profit_10.00pct
long,2026-03-03 00:45,2026-03-03 02:15,0.00916,0.010076,946679.135997,848.9478,9.79,take_profit_10.00pct
long,2026-03-03 06:15,2026-03-03 09:00,0.01,0.0095,951100.812579,-494.0969,-5.195,stop_loss_5.00pct
long,2026-03-03 10:15,2026-03-05 06:15,0.00964,0.009158,934428.873693,-467.9601,-5.195,stop_loss_5.00pct
short,2026-03-05 12:30,2026-03-07 07:15,0.00897,0.008073,951103.043153,836.9298,9.81,take_profit_10.00pct
short,2026-03-07 09:15,2026-03-17 20:15,0.00808,0.007272000000000001,1158286.603162,918.1136,9.81,take_profit_10.00pct
short,2026-03-18 02:30,2026-03-18 15:15,0.00724,0.006516,1418065.227024,1007.1723,9.81,take_profit_10.00pct
short,2026-03-18 20:45,2026-03-19 16:00,0.00676,0.007098000000000001,1666078.490857,-586.223,-5.205,stop_loss_5.00pct
long,2026-03-20 00:30,2026-03-20 03:15,0.00717,0.007887000000000002,1487558.031382,1044.1809,9.79,take_profit_10.00pct
long,2026-03-20 05:45,2026-03-22 17:00,0.00752,0.008272,1555619.954813,1145.2599,9.79,take_profit_10.00pct
long,2026-03-23 02:30,2026-03-23 08:30,0.0086,0.009460000000000001,1491939.348137,1256.1234,9.79,take_profit_10.00pct
long,2026-03-23 13:00,2026-03-23 14:45,0.00932,0.010252,1509947.962118,1377.7188,9.79,take_profit_10.00pct
long,2026-03-23 18:30,2026-03-24 06:15,0.00999,0.01014,1545043.380611,200.6548,1.3,end_of_data
